,Green,NUMBER_OFFERS_SME,SOCIAL_CLAUSE,ENVIRONMENTAL_CLAUSE,ENVIRONMENTAL_CRITERION,ENVIRONMENTAL_WEIGHT,P_CRITERION_WEIGHT,AWARD_PRICE,CAE_LEGAL_STATUS,CAE_REGION,PROCEDURE_TYPE,CPV,FRAMEWORK_AGREEMENT,ADVERTISING,ID_BOAMP_AWARD,ALLOTMENT,MONTH,Division_type,Division,Offers_other,CAE_SIREN,presence,Quarter,Statut
601460,0,4.0,0,0,0,0.0,40.0,12.835366403552234,736,Grand Est,open,'45261400,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
601461,0,3.0,0,0,0,0.0,40.0,11.456132866564595,736,Grand Est,open,'45432210,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
601462,0,3.0,0,0,0,0.0,40.0,9.803777708387116,736,Grand Est,open,'90911200,0,40.0,23-138931,1,2023_October,S,90,0.0,200046985,1,2023Q4,EPL
601463,0,5.0,0,0,0,0.0,40.0,13.843864751460801,736,Grand Est,open,'45232141,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
601464,0,3.0,0,0,0,0.0,40.0,13.680069915309875,736,Grand Est,open,'45232460,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
601465,0,4.0,0,0,0,0.0,40.0,14.070258197137477,736,Grand Est,open,'45311200,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
601466,0,3.0,0,0,0,0.0,40.0,12.124325569579169,736,Grand Est,open,'45340000,0,40.0,23-138931,1,2023_October,T,45,0.0,200046985,1,2023Q4,EPL
607374,0,1.0,0,0,0,0.0,60.0,12.582726671784219,722,Grand Est,open,'45111300,0,30.0,22-92111,0,2022_July,T,45,0.0,200094332,1,2022Q3,Département
607434,1,1.0,0,1,1,60.0,100.0,11.307621831784349,734,Grand Est,open,'34928480,1,34.0,22-102614,1,2022_July,F,34,0.0,246701080,1,2022Q3,Interco
607436,1,1.0,0,1,1,60.0,100.0,12.524526376648708,734,Grand Est,open,'34928480,1,34.0,22-102614,1,2022_July,F,34,0.0,246701080,1,2022Q3,Interco
607655,0,1.0,0,0,0,0.0,100.0,13.199324418540456,722,Grand Est,open,'85310000,0,29.0,22-62974,1,2022_May,S,85,0.0,200094332,1,2022Q2,Département
607656,0,1.0,0,0,0,0.0,100.0,14.26019637922572,722,Grand Est,open,'85310000,0,29.0,22-62974,1,2022_May,S,85,0.0,200094332,1,2022Q2,Département
607810,1,3.0,0,1,0,0.0,60.0,11.472103470449973,723,Grand Est,open,'44110000,1,32.0,22-129598,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
607811,1,3.0,0,1,0,0.0,60.0,12.165250651009918,723,Grand Est,open,'44110000,1,32.0,22-129598,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
607812,1,0.0,0,1,0,0.0,60.0,12.388394202324129,723,Grand Est,open,'44110000,1,32.0,22-129598,1,2022_October,F,44,5.0,200052264,0,2022Q4,Région
607813,1,0.0,0,1,0,0.0,60.0,12.165250651009918,723,Grand Est,open,'44110000,1,32.0,22-129598,1,2022_October,F,44,4.0,200052264,0,2022Q4,Région
607814,1,0.0,0,1,0,0.0,60.0,11.759785542901755,723,Grand Est,open,'44110000,1,32.0,22-129598,1,2022_October,F,44,1.0,200052264,0,2022Q4,Région
607909,0,3.0,0,0,0,0.0,40.0,13.596346017376797,721,Grand Est,open,'45262522,0,54.0,22-136495,1,2022_October,T,45,0.0,216802785,1,2022Q4,Commune
607910,0,2.0,0,0,0,0.0,40.0,9.67000953409786,721,Grand Est,open,'45212314,0,54.0,22-136495,1,2022_October,T,45,0.0,216802785,1,2022Q4,Commune
607911,0,1.0,0,0,0,0.0,40.0,13.14225227548888,721,Grand Est,open,'45261100,0,54.0,22-136495,1,2022_October,T,45,0.0,216802785,1,2022Q4,Commune
607912,0,1.0,0,0,0,0.0,40.0,13.015225616715071,721,Grand Est,open,'45261210,0,54.0,22-136495,1,2022_October,T,45,0.0,216802785,1,2022Q4,Commune
607913,0,3.0,0,0,0,0.0,40.0,13.340146989876219,721,Grand Est,open,'45421000,0,54.0,22-136495,1,2022_October,T,45,0.0,216802785,1,2022Q4,Commune
607914,0,3.0,0,0,0,0.0,40.0,9.794314221772602,721,Grand Est,open,'45442110,0,54.0,22-136495,1,2022_October,T,45,1.0,216802785,1,2022Q4,Commune
607997,1,3.0,1,1,0,0.0,40.0,14.330423616774457,723,Grand Est,open,'45421000,0,33.0,22-158670,1,2022_December,T,45,1.0,200052264,1,2022Q4,Région
607998,1,1.0,1,1,0,0.0,40.0,15.018482861956626,723,Grand Est,open,'45330000,0,33.0,22-158670,1,2022_December,T,45,2.0,200052264,1,2022Q4,Région
607999,0,1.0,0,0,0,0.0,30.0,13.805460222110773,738,Grand Est,open,'03325000,1,29.0,22-161085,0,2022_December,F,03,2.0,130005457,1,2022Q4,Etat
608477,0,3.0,0,0,0,0.0,60.0,10.138401559449253,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608478,0,4.0,0,0,0,0.0,60.0,9.655026193237628,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608479,0,4.0,0,0,0,0.0,60.0,10.035392623416067,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608480,0,5.0,0,0,0,0.0,60.0,10.067305637765523,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608481,0,4.0,0,0,0,0.0,60.0,10.504519444188269,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608482,0,3.0,0,0,0,0.0,60.0,10.075758773476581,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
608483,0,3.0,0,0,0,0.0,60.0,10.597634233429156,722,Grand Est,open,'44221200,0,32.0,22-50471,1,2022_April,F,44,0.0,200094332,1,2022Q2,Département
609149,0,1.0,0,0,0,0.0,40.0,10.763356070097183,735,Grand Est,open,'66515000,0,38.0,21-171555,1,2022_January,S,66,0.0,200051878,1,2022Q1,EPL
609151,0,0.0,0,0,0,0.0,40.0,13.62918097977278,735,Grand Est,open,'66512000,0,38.0,21-171555,1,2022_January,S,66,2.0,200051878,0,2022Q1,EPL
609324,0,1.0,0,0,0,0.0,20.0,13.854731271117556,722,Grand Est,open,'77310000,0,31.0,22-66018,1,2022_May,S,77,0.0,200094332,1,2022Q2,Département
609445,0,0.0,0,0,0,0.0,0.0,15.201804919084164,735,Grand Est,open,'09134000,1,30.0,22-942,0,2022_January,F,09,2.0,200051878,0,2022Q1,EPL
609446,0,0.0,0,0,0,0.0,0.0,15.201804919084164,735,Grand Est,open,'09134000,1,30.0,22-942,0,2022_January,F,09,2.0,200051878,0,2022Q1,EPL
609683,1,2.0,1,1,0,0.0,60.0,11.818432696109397,738,Ile-de-France,open,'90919200,0,34.0,22-16309,1,2022_February,S,90,1.0,180092264,1,2022Q1,Etat
609684,1,2.0,1,1,0,0.0,60.0,10.259468255545384,738,Ile-de-France,open,'90919200,0,34.0,22-16309,1,2022_February,S,90,1.0,180092264,1,2022Q1,Etat
609685,1,2.0,1,1,0,0.0,60.0,10.488156027600127,738,Ile-de-France,open,'90919200,0,34.0,22-16309,1,2022_February,S,90,1.0,180092264,1,2022Q1,Etat
609686,1,2.0,1,1,0,0.0,60.0,11.339506759921633,738,Ile-de-France,open,'90919200,0,34.0,22-16309,1,2022_February,S,90,0.0,180092264,1,2022Q1,Etat
609687,1,2.0,1,1,0,0.0,60.0,10.775974557273669,738,Ile-de-France,open,'90919200,0,34.0,22-16309,1,2022_February,S,90,1.0,180092264,1,2022Q1,Etat
610264,0,0.0,0,0,0,0.0,40.0,14.28551418721001,722,Grand Est,open,'72212900,0,30.0,22-49154,0,2022_April,S,72,2.0,200094332,0,2022Q2,Département
610265,0,3.0,0,0,0,0.0,100.0,11.982929094215963,722,Grand Est,open,'79311000,0,29.0,22-68312,1,2022_May,S,79,0.0,200094332,1,2022Q2,Département
610266,0,2.0,0,0,0,0.0,100.0,12.206072645530174,722,Grand Est,open,'79311000,0,29.0,22-68312,1,2022_May,S,79,0.0,200094332,1,2022Q2,Département
610267,0,3.0,0,0,0,0.0,100.0,12.206072645530174,722,Grand Est,open,'79311000,0,29.0,22-68312,1,2022_May,S,79,0.0,200094332,1,2022Q2,Département
610855,1,1.0,1,1,0,0.0,70.0,14.28551418721001,722,Grand Est,open,'77310000,0,29.0,22-104006,1,2022_July,S,77,1.0,200094332,1,2022Q3,Département
610856,1,1.0,1,1,0,0.0,70.0,14.28551418721001,722,Grand Est,open,'77310000,0,29.0,22-104006,1,2022_July,S,77,1.0,200094332,1,2022Q3,Département
610857,1,1.0,1,1,0,0.0,30.0,14.28551418721001,722,Grand Est,open,'77310000,0,29.0,22-104006,1,2022_July,S,77,1.0,200094332,1,2022Q3,Département
611086,0,0.0,0,0,0,0.0,40.0,11.517942856782012,738,Grand Est,open,'50312310,1,61.0,22-3379,0,2022_January,S,50,1.0,775641418,0,2022Q1,Etat
611088,0,0.0,0,0,0,0.0,35.0,14.038654109278484,721,Grand Est,open,'39173000,0,79.0,22-5513,0,2022_January,F,39,1.0,216704825,0,2022Q1,Commune
611091,0,0.0,0,0,0,0.0,50.0,14.842862048199335,721,Grand Est,open,'50721000,0,90.0,22-168255,0,2022_December,S,50,3.0,218801819,0,2022Q4,Commune
611345,1,2.0,1,1,0,0.0,60.0,14.508657738524219,722,Grand Est,open,'45421000,0,32.0,23-72129,1,2023_May,T,45,0.0,200094332,1,2023Q2,Département
611346,1,1.0,1,1,0,0.0,60.0,14.508657738524219,722,Grand Est,open,'45421000,0,32.0,23-72129,1,2023_May,T,45,0.0,200094332,1,2023Q2,Département
611347,1,1.0,1,1,0,0.0,60.0,14.508657738524219,722,Grand Est,open,'45421000,0,32.0,23-72129,1,2023_May,T,45,0.0,200094332,1,2023Q2,Département
611348,1,1.0,1,1,0,0.0,60.0,14.508657738524219,722,Grand Est,open,'45421000,0,32.0,23-72129,1,2023_May,T,45,0.0,200094332,1,2023Q2,Département
611349,1,1.0,1,1,0,0.0,60.0,14.508657738524219,722,Grand Est,open,'45421000,0,32.0,23-72129,1,2023_May,T,45,0.0,200094332,1,2023Q2,Département
611354,1,1.0,0,1,0,0.0,60.0,13.081541382884074,723,Grand Est,open,'44110000,1,34.0,22-155759,0,2022_November,F,44,1.0,200052264,1,2022Q4,Région
611359,1,0.0,0,1,0,0.0,60.0,11.695247021764184,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,1.0,200052264,0,2022Q4,Région
611360,1,2.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,2.0,200052264,1,2022Q4,Région
611361,1,2.0,0,1,0,0.0,60.0,13.081541382884074,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,2.0,200052264,1,2022Q4,Région
611362,1,1.0,0,1,0,0.0,60.0,13.304684934198283,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,4.0,200052264,1,2022Q4,Région
611363,1,1.0,0,1,0,0.0,60.0,12.793859310432293,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,4.0,200052264,1,2022Q4,Région
611364,1,0.0,0,1,0,0.0,60.0,12.542544882151386,723,Grand Est,open,'44110000,1,32.0,22-155563,1,2022_November,F,44,1.0,200052264,0,2022Q4,Région
611411,1,2.0,0,0,1,5.0,36.84210526315789,12.611537753638338,738,Grand Est,open,'90911200,1,31.0,22-16579,1,2022_February,S,90,2.0,180089013,1,2022Q1,Etat
611412,1,1.0,0,0,1,5.0,36.84210526315789,10.596634733096073,738,Grand Est,open,'90911200,1,31.0,22-16579,1,2022_February,S,90,2.0,180089013,1,2022Q1,Etat
611554,1,0.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,1.0,200052264,0,2022Q4,Région
611555,1,4.0,0,1,0,0.0,60.0,12.388394202324129,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
611556,1,4.0,0,1,0,0.0,60.0,12.388394202324129,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
611557,1,0.0,0,1,0,0.0,60.0,12.89921982609012,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,6.0,200052264,0,2022Q4,Région
611558,1,0.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,5.0,200052264,0,2022Q4,Région
611559,1,0.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,1.0,200052264,0,2022Q4,Région
611560,1,0.0,0,1,0,0.0,60.0,11.695247021764184,723,Grand Est,open,'44110000,1,32.0,22-128423,1,2022_October,F,44,2.0,200052264,0,2022Q4,Région
611937,0,2.0,0,0,0,0.0,30.0,8.809862805379057,723,Grand Est,open,'72313000,1,28.0,22-80653,0,2022_June,S,72,0.0,200052264,1,2022Q2,Région
612230,1,1.0,0,1,0,0.0,60.0,12.89921982609012,723,Grand Est,open,'44110000,1,32.0,22-121524,1,2022_September,F,44,2.0,200052264,1,2022Q3,Région
612231,1,1.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-121524,1,2022_September,F,44,2.0,200052264,1,2022Q3,Région
612232,1,0.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,1,32.0,22-121524,1,2022_September,F,44,4.0,200052264,0,2022Q3,Région
612233,1,0.0,0,1,0,0.0,60.0,12.468436909997665,723,Grand Est,open,'44110000,1,32.0,22-121524,1,2022_September,F,44,4.0,200052264,0,2022Q3,Région
612234,1,0.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,1,32.0,22-121524,1,2022_September,F,44,1.0,200052264,0,2022Q3,Région
612255,0,1.0,0,0,0,0.0,55.00000000000001,12.639716801867946,738,Grand Est,open,'42611000,1,31.0,23-94138,0,2023_July,F,42,2.0,130005457,1,2023Q3,Etat
612274,1,2.0,0,1,0,0.0,60.0,12.669492146898895,717,Grand Est,open,'42996900,1,30.0,22-55983,0,2022_April,F,42,0.0,130012933,1,2022Q2,Etat
612875,0,3.0,0,0,0,0.0,50.0,14.972391754756359,738,Grand Est,open,'79132000,1,45.0,22-38096,0,2022_March,S,79,2.0,130005457,1,2022Q1,Etat
612878,1,2.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-153648,1,2022_November,F,44,2.0,200052264,1,2022Q4,Région
612879,1,3.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,1,32.0,22-153648,1,2022_November,F,44,2.0,200052264,1,2022Q4,Région
612881,1,0.0,0,1,0,0.0,60.0,12.388394202324129,723,Grand Est,open,'44110000,1,32.0,22-153648,1,2022_November,F,44,3.0,200052264,0,2022Q4,Région
613152,0,1.0,0,0,0,0.0,50.0,11.03811027872727,722,Grand Est,open,'72222300,0,29.0,23-36871,0,2023_March,S,72,0.0,200094332,1,2023Q1,Département
613173,0,1.0,0,0,0,0.0,80.0,11.429000230032468,736,Grand Est,open,'33100000,1,19.0,23-161363,0,2023_November,F,33,0.0,266700574,1,2023Q4,EPL
613794,1,0.0,0,1,0,0.0,60.0,12.89921982609012,723,Grand Est,open,'44110000,0,33.0,23-89141,0,2023_July,F,44,1.0,200052264,0,2023Q3,Région
614165,0,0.0,0,0,0,0.0,45.0,14.375126345899696,734,Grand Est,open,'90511000,0,33.0,23-157538,1,2023_November,S,90,1.0,246800585,0,2023Q4,Interco
614166,0,0.0,0,0,0,0.0,45.0,14.71159858252091,734,Grand Est,open,'90513000,0,33.0,23-157538,1,2023_November,S,90,1.0,246800585,0,2023Q4,Interco
614167,0,1.0,0,0,0,0.0,45.0,13.507625778194974,734,Grand Est,open,'90511000,0,33.0,23-157538,1,2023_November,S,90,0.0,246800585,1,2023Q4,Interco
614168,0,2.0,0,0,0,0.0,45.0,14.962913010801817,734,Grand Est,open,'90511200,0,33.0,23-157538,1,2023_November,S,90,0.0,246800585,1,2023Q4,Interco
614268,1,0.0,0,1,0,0.0,60.0,11.695247021764184,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,1.0,200052264,0,2022Q3,Région
614269,1,3.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,2.0,200052264,1,2022Q3,Région
614270,1,4.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,2.0,200052264,1,2022Q3,Région
614271,1,1.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,4.0,200052264,1,2022Q3,Région
614272,1,1.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,4.0,200052264,1,2022Q3,Région
614273,1,0.0,0,1,0,0.0,60.0,11.695247021764184,723,Grand Est,open,'44110000,1,32.0,22-128932,1,2022_September,F,44,1.0,200052264,0,2022Q3,Région
614277,1,0.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,1,32.0,22-128924,1,2022_October,F,44,1.0,200052264,0,2022Q4,Région
614278,1,1.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,1,32.0,22-128924,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
614279,1,1.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,1,32.0,22-128924,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
614280,1,1.0,0,1,0,0.0,60.0,12.89921982609012,723,Grand Est,open,'44110000,1,32.0,22-128924,1,2022_October,F,44,4.0,200052264,1,2022Q4,Région
614281,1,1.0,0,1,0,0.0,60.0,12.542544882151386,723,Grand Est,open,'44110000,1,32.0,22-128924,1,2022_October,F,44,4.0,200052264,1,2022Q4,Région
614287,0,0.0,0,0,0,0.0,60.0,11.289781913656018,723,Grand Est,open,'44110000,0,32.0,22-121651,1,2022_October,F,44,1.0,200052264,0,2022Q4,Région
614288,0,0.0,0,0,0,0.0,60.0,11.289781913656018,723,Grand Est,open,'44110000,0,32.0,22-121651,1,2022_October,F,44,2.0,200052264,0,2022Q4,Région
614289,0,1.0,0,0,0,0.0,60.0,11.289781913656018,723,Grand Est,open,'44110000,0,32.0,22-121651,1,2022_October,F,44,2.0,200052264,1,2022Q4,Région
614290,0,1.0,0,0,0,0.0,60.0,13.369223455335854,723,Grand Est,open,'44110000,0,32.0,22-121651,1,2022_October,F,44,3.0,200052264,1,2022Q4,Région
614291,0,0.0,0,0,0,0.0,60.0,11.289781913656018,723,Grand Est,open,'44110000,0,32.0,22-121651,1,2022_October,F,44,3.0,200052264,0,2022Q4,Région
614372,0,0.0,0,0,0,0.0,50.0,12.441144767709657,735,Grand Est,open,'34139200,0,31.0,22-103621,1,2022_August,F,34,2.0,200051878,0,2022Q3,EPL
614373,0,0.0,0,0,0,0.0,50.0,11.600386740740223,735,Grand Est,open,'34210000,0,31.0,22-103621,1,2022_August,F,34,1.0,200051878,0,2022Q3,EPL
614460,1,2.0,1,1,0,0.0,30.0,14.403297222866392,722,Grand Est,open,'77310000,0,23.0,22-47067,1,2022_April,S,77,0.0,200094332,1,2022Q2,Département
614461,1,2.0,1,1,0,0.0,30.0,14.403297222866392,722,Grand Est,open,'77310000,0,23.0,22-47067,1,2022_April,S,77,0.0,200094332,1,2022Q2,Département
614463,1,3.0,1,1,0,0.0,30.0,14.403297222866392,722,Grand Est,open,'77310000,0,23.0,22-47067,1,2022_April,S,77,0.0,200094332,1,2022Q2,Département
614680,1,1.0,1,1,0,0.0,40.0,12.281180118016978,723,Grand Est,open,'72212600,1,30.0,22-96883,0,2022_July,S,72,0.0,200052264,1,2022Q3,Région
614900,0,1.0,0,0,0,0.0,30.0,12.230277334226992,737,Grand Est,open,'34100000,0,36.0,22-150327,0,2022_November,F,34,0.0,286800230,1,2022Q4,EPL
614901,1,0.0,1,1,1,5.0,47.368421052631575,15.201804919084164,722,Grand Est,open,'64200000,0,55.0,22-154803,0,2022_November,S,64,3.0,200094332,0,2022Q4,Département
614903,1,0.0,0,1,0,0.0,60.0,12.611537753638338,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,1.0,200052264,0,2022Q4,Région
614904,1,0.0,0,1,0,0.0,60.0,12.611537753638338,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,1.0,200052264,0,2022Q4,Région
614905,1,2.0,0,1,0,0.0,60.0,12.611537753638338,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,2.0,200052264,1,2022Q4,Région
614906,1,2.0,0,1,0,0.0,60.0,12.89921982609012,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,1.0,200052264,1,2022Q4,Région
614907,1,1.0,0,1,0,0.0,60.0,13.081541382884074,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,4.0,200052264,1,2022Q4,Région
614908,1,0.0,0,1,0,0.0,60.0,12.611537753638338,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,3.0,200052264,0,2022Q4,Région
614909,1,0.0,0,1,0,0.0,60.0,12.611537753638338,723,Grand Est,open,'44110000,1,32.0,22-155691,1,2022_November,F,44,1.0,200052264,0,2022Q4,Région
614912,0,2.0,0,0,0,0.0,50.0,10.736092281321946,721,Grand Est,open,'77211100,0,37.0,23-56446,1,2023_April,S,77,0.0,200052603,1,2023Q2,Commune
615339,0,4.0,0,0,0,0.0,40.0,12.604774937258949,723,Grand Est,open,'71336000,0,44.0,23-113664,0,2023_August,S,71,0.0,200052264,1,2023Q3,Région
615359,0,1.0,0,0,0,0.0,40.0,14.508657738524219,722,Grand Est,open,'50332000,0,33.0,23-11892,1,2023_January,S,50,0.0,200094332,1,2023Q1,Département
615360,0,1.0,0,0,0,0.0,40.0,14.914122846632385,722,Grand Est,open,'50331000,0,33.0,23-11892,1,2023_January,S,50,0.0,200094332,1,2023Q1,Département
615361,0,1.0,0,0,0,0.0,40.0,14.508657738524219,722,Grand Est,open,'32523000,0,33.0,23-11892,1,2023_January,F,32,0.0,200094332,1,2023Q1,Département
615362,0,2.0,0,0,0,0.0,40.0,14.914122846632385,722,Grand Est,open,'32523000,0,33.0,23-11892,1,2023_January,F,32,0.0,200094332,1,2023Q1,Département
615363,0,1.0,0,0,0,0.0,40.0,14.508657738524219,722,Grand Est,open,'32522000,0,33.0,23-11892,1,2023_January,F,32,0.0,200094332,1,2023Q1,Département
615365,0,1.0,0,0,0,0.0,40.0,14.22097566607244,722,Grand Est,open,'32522000,0,33.0,23-11892,1,2023_January,F,32,0.0,200094332,1,2023Q1,Département
615714,1,1.0,0,1,1,20.0,75.0,11.695247021764184,738,Grand Est,open,'79810000,1,49.0,22-163779,0,2023_January,S,79,0.0,196727671,1,2023Q1,Etat
615741,1,2.0,0,1,1,10.0,44.44444444444444,12.611537753638338,738,Grand Est,open,'71315400,1,29.0,23-126254,0,2023_September,S,71,4.0,180089013,1,2023Q3,Etat
615888,1,1.0,0,1,0,0.0,60.0,11.695247021764184,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615889,1,3.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615890,1,4.0,0,1,0,0.0,60.0,12.388394202324129,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615891,1,5.0,0,1,0,0.0,60.0,12.676076274775909,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615892,1,5.0,0,1,0,0.0,60.0,11.982929094215963,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615893,1,2.0,0,1,0,0.0,60.0,11.289781913656018,723,Grand Est,open,'44110000,0,32.0,23-8734,1,2023_January,F,44,0.0,200052264,1,2023Q1,Région
615899,1,2.0,0,1,0,0.0,40.0,13.017002861746503,721,Grand Est,open,'77211600,1,45.0,23-10907,0,2023_January,S,77,0.0,216803767,1,2023Q1,Commune
616002,1,1.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,0,33.0,23-89263,1,2023_July,F,44,1.0,200052264,1,2023Q3,Région
616003,1,0.0,0,1,0,0.0,60.0,12.206072645530174,723,Grand Est,open,'44110000,0,33.0,23-89263,1,2023_July,F,44,1.0,200052264,0,2023Q3,Région
616074,1,1.0,0,1,0,0.0,60.0,13.997832114758229,723,Grand Est,open,'44110000,0,32.0,23-15266,1,2023_February,F,44,0.0,200052264,1,2023Q1,Région
616075,1,3.0,0,1,0,0.0,60.0,13.997832114758229,723,Grand Est,open,'44110000,0,32.0,23-15266,1,2023_February,F,44,0.0,200052264,1,2023Q1,Région
616076,1,4.0,0,1,0,0.0,60.0,13.997832114758229,723,Grand Est,open,'44110000,0,32.0,23-15266,1,2023_February,F,44,0.0,200052264,1,2023Q1,Région
616077,1,3.0,0,1,0,0.0,60.0,14.28551418721001,723,Grand Est,open,'44110000,0,32.0,23-15266,1,2023_February,F,44,0.0,200052264,1,2023Q1,Région
616078,1,3.0,0,1,0,0.0,60.0,14.28551418721001,723,Grand Est,open,'44110000,0,32.0,23-15266,1,2023_February,F,44,0.0,200052264,1,2023Q1,Région
616159,0,4.0,0,0,0,0.0,60.0,12.206072645530174,738,Grand Est,open,'79550000,1,30.0,23-94130,1,2023_July,S,79,0.0,130005457,1,2023Q3,Etat
616160,0,3.0,0,0,0,0.0,60.0,12.206072645530174,738,Grand Est,open,'79550000,1,30.0,23-94130,1,2023_July,S,79,0.0,130005457,1,2023Q3,Etat
616174,0,1.0,0,0,0,0.0,100.0,13.128345449081877,721,Grand Est,open,'09310000,0,27.0,23-4135,0,2023_January,F,09,0.0,216700211,1,2023Q1,Commune
616274,0,0.0,0,0,0,0.0,70.0,11.535858188400315,734,Grand Est,open,'09123000,0,39.0,23-169401,0,2023_December,F,09,1.0,200068864,0,2023Q4,Interco
616349,0,1.0,0,0,0,0.0,30.0,12.122549722258897,722,Grand Est,open,'92511000,0,29.0,23-50568,0,2023_April,S,92,0.0,200094332,1,2023Q2,Département
616481,0,1.0,0,0,0,0.0,50.0,12.386726145223431,735,Grand Est,open,'34139100,0,32.0,23-43211,1,2023_April,F,34,1.0,200051878,1,2023Q2,EPL
616482,0,0.0,0,0,0,0.0,50.0,12.420482165998374,735,Grand Est,open,'34144511,0,32.0,23-43211,1,2023_April,F,34,3.0,200051878,0,2023Q2,EPL
616579,1,0.0,0,1,1,60.0,100.0,16.166885815127753,735,Grand Est,open,'90513000,0,31.0,23-84731,1,2023_June,S,90,1.0,200051878,0,2023Q2,EPL
616581,1,0.0,0,1,1,60.0,100.0,14.126664986601197,735,Grand Est,open,'90513000,0,31.0,23-84731,1,2023_June,S,90,1.0,200051878,0,2023Q2,EPL
