,sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,legal_status,departement,procedure_type,CPV,framework,advertising,id_contract,allotment,month,contract_type,other_offers,siren,participation
0,0,0,0,0,0.0,40.0,15.212167788593934,73,75,open,'72500000,1,33.0,19-18180,1,2022_September,Services,3.0,130002504,1
1,0,0,0,0,0.0,40.0,13.612986702015982,73,75,open,'72600000,1,33.0,19-18180,1,2022_September,Services,3.0,130002504,1
2,1,0,0,0,0.0,40.0,12.611537753638338,73,35,open,'42612000,0,29.0,20-105449,1,2023_September,Supplies,0.0,193509361,1
3,1,0,0,0,0.0,40.0,12.095758212796,73,35,open,'42632000,0,29.0,20-105449,1,2023_September,Supplies,0.0,193509361,1
4,1,0,0,1,20.0,50.0,13.50238759303054,73,3,open,'90511200,0,44.0,20-152200,0,2023_October,Services,2.0,200071363,1
5,1,0,0,0,0.0,25.0,10.727553340367766,73,35,open,'32562000,0,32.0,20-47144,1,2022_December,Supplies,0.0,193509361,1
6,1,0,0,0,0.0,30.0,10.174849676120813,73,35,open,'42921100,0,32.0,20-47144,1,2022_December,Supplies,0.0,193509361,1
7,0,0,0,0,0.0,50.0,13.74022111892256,41,6,negotiated,'35113400,0,23.0,21-140569,1,2022_May,Supplies,2.0,802630608,0
8,1,0,0,0,0.0,50.0,12.611980988728485,41,6,negotiated,'35113400,0,23.0,21-140569,1,2022_May,Supplies,2.0,802630608,1
9,0,0,0,0,0.0,60.0,11.224629871019282,41,6,negotiated,'50413100,0,23.0,21-140569,1,2022_May,Services,1.0,802630608,1
10,0,0,0,0,0.0,100.0,17.545960462435502,55,28,negotiated,'92610000,0,45.0,21-152952,0,2022_January,Services,4.0,814969671,0
11,1,0,0,0,0.0,30.0,12.962194625251508,73,93,open,'79300000,0,32.0,21-153358,0,2022_February,Services,0.0,130006364,1
12,1,0,0,0,0.0,30.0,12.354492650648448,73,93,open,'79300000,0,29.0,21-153729,0,2022_February,Services,0.0,130006364,1
13,1,0,1,1,10.0,40.0,13.944431338031114,71,75,open,'60130000,0,34.0,21-156725,0,2022_January,Services,0.0,177501517,1
14,0,0,0,0,0.0,30.0,12.669240463766627,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,1.0,130006364,0
15,0,0,0,0,0.0,30.0,11.461000392105309,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,1.0,130006364,0
16,0,0,0,0,0.0,30.0,12.789404960082912,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,1.0,130006364,0
17,0,0,0,0,0.0,30.0,14.635994986985414,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,1.0,130006364,0
18,0,0,0,0,0.0,30.0,11.953242783845605,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,1.0,130006364,0
19,0,0,1,1,10.0,40.0,12.943404592150992,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,3.0,224900019,1
20,0,0,1,1,10.0,40.0,12.453788294856093,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,2.0,224900019,1
21,0,0,1,1,10.0,40.0,12.259475630454851,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,3.0,224900019,0
22,0,0,1,1,10.0,40.0,11.212927461839048,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,2.0,224900019,0
23,0,0,0,0,0.0,50.0,8.743876071908945,73,93,open,'66510000,0,32.0,21-161252,1,2022_January,Services,2.0,130006364,0
24,0,0,0,0,0.0,50.0,9.695920185166008,73,93,open,'66510000,0,32.0,21-161252,1,2022_January,Services,3.0,130006364,0
25,0,0,0,0,0.0,50.0,7.991812149641048,73,93,open,'66510000,0,32.0,21-161252,1,2022_January,Services,1.0,130006364,0
26,1,0,0,0,0.0,60.0,12.44626995141021,73,6,open,'72212911,0,32.0,21-162639,1,2022_February,Services,0.0,200029833,1
27,1,0,0,0,0.0,60.0,11.434963923500517,73,6,open,'72212911,0,32.0,21-162639,1,2022_February,Services,0.0,200029833,1
28,0,0,0,0,0.0,50.0,12.949855714433662,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,1.0,258502962,1
29,0,0,0,0,0.0,50.0,13.039103500186108,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,3.0,258502962,0
30,1,0,0,0,0.0,50.0,11.75831508731165,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,0.0,258502962,1
31,1,0,0,0,0.0,50.0,11.117212648304742,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,3.0,258502962,1
32,0,0,0,0,0.0,30.0,12.793859310432293,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,3.0,218501096,0
33,0,0,0,0,0.0,30.0,10.085809109330082,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,1.0,218501096,0
34,0,0,0,0,0.0,30.0,12.206072645530174,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,1.0,218501096,0
35,0,0,0,0,0.0,30.0,10.373491181781864,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,2.0,218501096,0
36,0,0,1,0,0.0,60.0,15.717618084361195,72,60,open,'45233220,1,46.0,21-165299,1,2022_January,Works,4.0,226000016,1
37,0,0,1,0,0.0,60.0,15.732433170146336,72,60,open,'45233220,1,46.0,21-165299,1,2022_January,Works,3.0,226000016,1
38,1,0,0,0,0.0,50.0,13.0070198636931,74,68,negotiated,'71000000,0,41.0,21-165521,0,2022_February,Services,0.0,778971424,1
39,0,1,0,0,0.0,100.0,18.300447497730225,73,75,negotiated,'60130000,0,28.0,21-165606,0,2022_January,Services,3.0,287500078,0
40,1,0,1,0,0.0,40.0,13.458835614025542,72,60,open,'72416000,1,33.0,21-166058,0,2022_January,Services,0.0,226000016,1
41,0,1,1,0,0.0,35.0,14.901701311133342,73,93,open,'63521000,1,40.0,21-166299,0,2022_January,Services,2.0,130006364,0
42,0,0,0,0,0.0,100.0,15.301286160630593,73,93,open,'15331400,1,82.0,21-166330,1,2022_January,Supplies,2.0,130006364,1
43,0,0,0,0,0.0,100.0,14.968123539373895,73,93,open,'15331400,1,82.0,21-166330,1,2022_January,Supplies,1.0,130006364,1
44,1,0,0,0,0.0,100.0,13.592367006650065,73,62,open,'79713000,0,30.0,21-167326,1,2022_January,Services,0.0,256202722,1
45,1,0,0,0,0.0,100.0,13.304684934198283,73,62,open,'75251110,0,30.0,21-167326,1,2022_January,Services,0.0,256202722,1
46,1,0,0,0,0.0,100.0,13.592367006650065,73,62,open,'38343000,0,29.0,21-167351,0,2022_January,Supplies,0.0,256202722,1
47,0,1,1,0,0.0,100.0,17.661134346901097,73,33,negotiated,'50000000,0,80.0,21-169202,0,2022_January,Services,2.0,243300316,0
48,0,0,0,0,0.0,40.0,13.133342881447335,73,85,open,'71300000,1,33.0,21-170961,1,2022_January,Services,3.0,200023778,0
49,1,0,0,0,0.0,40.0,11.796161543622537,73,75,restricted,'45442100,0,35.0,21-171237,1,2022_January,Works,0.0,180092082,1
50,0,0,0,0,0.0,40.0,14.37580337380743,72,60,open,'66512000,0,33.0,21-171537,1,2022_January,Services,3.0,216001743,1
51,0,0,0,0,0.0,40.0,14.299059225097706,72,60,open,'66515200,0,33.0,21-171537,1,2022_January,Services,1.0,216001743,0
52,1,0,0,0,0.0,100.0,12.611537753638338,73,68,open,'45262522,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
53,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'44111400,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
54,1,0,0,0,0.0,100.0,13.304684934198283,73,68,open,'45324000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
55,1,0,0,0,0.0,100.0,13.458835614025542,73,68,open,'44115220,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
56,1,0,0,0,0.0,100.0,12.429216196844385,73,68,open,'44221000,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
57,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'33711510,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
58,1,0,0,0,0.0,100.0,10.819778284410283,73,68,open,'90910000,0,35.0,21-171541,1,2022_January,Services,0.0,200046985,1
59,1,0,0,0,0.0,100.0,11.512925464970229,73,68,open,'35100000,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
60,1,0,0,0,0.0,100.0,13.16158409055761,73,68,open,'45233141,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
61,1,0,0,0,0.0,100.0,11.918390573078392,73,68,open,'45331200,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
62,1,0,0,0,0.0,100.0,12.611537753638338,73,68,open,'45232460,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
63,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'09310000,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
64,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'45421146,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
65,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'45421000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
66,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'45421141,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
67,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'44316500,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
68,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'44112500,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
69,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'45223220,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
70,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'45261420,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
71,1,0,0,0,0.0,100.0,11.512925464970229,73,68,open,'44423400,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
72,1,0,0,0,0.0,100.0,12.611537753638338,73,68,open,'45234116,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
73,1,0,0,0,0.0,100.0,12.429216196844385,73,68,open,'45442100,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
74,1,0,0,0,0.0,100.0,12.429216196844385,73,68,open,'44112200,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
75,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'45431000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
76,1,0,0,0,0.0,100.0,11.512925464970229,73,68,open,'45340000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
77,1,0,0,0,0.0,100.0,11.918390573078392,73,68,open,'44115310,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
78,1,0,0,0,0.0,100.0,11.512925464970229,73,68,open,'90910000,0,35.0,21-171541,1,2022_January,Services,0.0,200046985,1
79,1,0,0,0,0.0,100.0,12.206072645530174,73,68,open,'45262660,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
80,1,0,0,0,0.0,100.0,13.458835614025542,73,68,open,'45330000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
81,1,0,0,0,0.0,100.0,13.458835614025542,73,68,open,'39717200,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
82,1,0,0,0,0.0,100.0,13.458835614025542,73,68,open,'33190000,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
83,1,0,0,0,0.0,100.0,13.815510557964274,73,68,open,'09310000,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
84,1,0,0,0,0.0,100.0,13.592367006650065,73,68,open,'45421000,0,35.0,21-171541,1,2022_January,Works,0.0,200046985,1
85,1,0,0,0,0.0,100.0,13.122363377404328,73,68,open,'44112200,0,35.0,21-171541,1,2022_January,Supplies,0.0,200046985,1
86,1,0,0,0,0.0,40.0,10.763356070097185,73,67,open,'66515000,0,38.0,21-171555,1,2022_January,Services,0.0,200051878,1
87,0,0,0,0,0.0,40.0,13.62918097977278,73,67,open,'66512000,0,38.0,21-171555,1,2022_January,Services,2.0,200051878,0
88,1,0,1,0,0.0,55.0,14.880221294956703,92,33,open,'90511000,0,32.0,21-171594,0,2022_January,Services,0.0,448385641,1
89,1,1,0,0,0.0,35.0,13.892471599100402,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,6.0,311294904,0
90,1,1,0,0,0.0,35.0,13.304684934198283,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,4.0,311294904,0
91,1,1,0,0,0.0,35.0,13.487006490992238,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,5.0,311294904,0
92,0,1,0,0,0.0,35.0,13.815510557964274,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,6.0,311294904,0
93,0,1,0,0,0.0,35.0,12.89921982609012,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,4.0,311294904,0
94,1,0,0,0,0.0,60.0,11.683359983369758,73,39,open,'03419100,1,33.0,21-171664,0,2022_January,Supplies,0.0,253900633,1
95,1,0,0,0,0.0,50.0,10.5621468026374,73,39,open,'34352100,1,35.0,21-171686,0,2022_January,Supplies,0.0,253900633,1
96,0,1,1,1,10.0,40.0,14.69019148507716,72,85,open,'30213000,1,55.0,21-171703,0,2022_January,Supplies,2.0,228500013,1
97,1,0,1,1,22.0,40.0,12.765688433465597,72,91,open,'79810000,1,29.0,21-171750,1,2022_January,Services,2.0,219104775,1
98,1,0,1,1,20.0,40.0,11.156250521031495,72,91,open,'32584000,1,29.0,21-171750,1,2022_January,Supplies,0.0,219104775,1
99,1,1,1,1,5.0,50.0,13.969661240648676,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,3.0,218300697,1
100,0,1,1,1,5.0,50.0,13.030285522006409,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,4.0,218300697,1
101,0,1,1,1,5.0,50.0,13.038583145547458,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,4.0,218300697,1
102,0,1,1,1,5.0,50.0,12.89921982609012,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,4.0,218300697,0
103,0,1,1,1,10.0,60.0,10.819778284410283,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,4.0,218300697,0
104,0,1,1,1,10.0,60.0,11.918390573078392,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,4.0,218300697,0
105,0,1,1,1,10.0,60.0,12.360223311071715,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,3.0,218300697,0
106,0,0,0,0,0.0,30.0,12.065401539991406,73,75,open,'72268000,1,28.0,21-64832,0,2023_March,Services,1.0,130002504,1
107,1,0,0,0,0.0,40.0,5.422215003204274,72,28,restricted,'71240000,0,29.0,21-69808,0,2022_January,Services,5.0,212801401,0
108,0,0,0,0,0.0,40.0,14.115615150414612,73,94,open,'71336000,1,51.0,21-74560,0,2022_January,Services,3.0,180092256,0
109,0,0,1,0,0.0,40.0,11.629374277613476,73,60,open,'77341000,1,33.0,22-100017,1,2022_July,Services,1.0,200067973,1
110,1,0,0,1,10.0,40.0,13.9408617714672,81,54,restricted,'71240000,0,82.0,22-100100,0,2022_July,Services,0.0,775615511,1
111,1,0,0,0,0.0,50.0,10.819778284410283,73,50,open,'09130000,1,44.0,22-100177,1,2022_July,Supplies,1.0,200067205,1
112,0,0,1,0,0.0,60.0,12.20515962885727,73,39,open,'45112500,0,29.0,22-100216,1,2022_July,Works,3.0,200071116,1
113,1,0,1,0,0.0,60.0,9.717842077642002,73,39,open,'45431000,0,29.0,22-100216,1,2022_July,Works,0.0,200071116,1
114,0,0,1,0,0.0,60.0,12.840103644131018,73,39,open,'45331000,0,29.0,22-100216,1,2022_July,Works,1.0,200071116,0
115,0,0,1,0,0.0,60.0,11.341267252101929,73,39,open,'45330000,0,29.0,22-100216,1,2022_July,Works,1.0,200071116,0
116,1,0,1,0,0.0,60.0,11.995931692849954,73,39,open,'45311200,0,29.0,22-100216,1,2022_July,Works,1.0,200071116,1
117,1,0,1,0,0.0,60.0,9.1446278286108,73,39,open,'45112710,0,29.0,22-100216,1,2022_July,Works,2.0,200071116,1
118,1,0,1,0,0.0,60.0,13.448236079771156,73,39,open,'45261100,0,29.0,22-100216,1,2022_July,Works,1.0,200071116,1
119,0,0,1,0,0.0,60.0,11.45931369552158,73,39,open,'45223210,0,29.0,22-100216,1,2022_July,Works,1.0,200071116,1
120,0,0,1,0,0.0,60.0,12.453581692523215,73,39,open,'45261420,0,29.0,22-100216,1,2022_July,Works,3.0,200071116,1
121,0,0,0,0,0.0,100.0,12.406185003332675,65,10,open,'90911200,0,38.0,22-100486,1,2022_July,Services,3.0,418341541,0
122,0,0,0,0,0.0,100.0,10.351972238708036,65,10,open,'90911300,0,38.0,22-100486,1,2022_July,Services,2.0,418341541,0
123,1,0,0,1,10.0,20.0,11.407564949312402,72,93,open,'33141820,1,31.0,22-100487,1,2022_July,Supplies,0.0,219300480,1
124,1,0,0,1,10.0,20.0,10.308952660644293,72,93,open,'33141820,1,31.0,22-100487,1,2022_July,Supplies,0.0,219300480,1
125,1,0,0,0,0.0,30.0,11.918390573078392,72,59,open,'37535200,1,31.0,22-100517,0,2022_July,Supplies,0.0,215906462,1
126,0,0,0,0,0.0,100.0,15.607290360318943,73,52,negotiated,'55521200,0,40.0,22-100806,0,2022_July,Services,2.0,200068658,0
127,0,0,0,0,0.0,40.0,13.592367006650065,72,14,open,'30199770,1,30.0,22-10083,0,2022_January,Supplies,2.0,211407150,0
128,0,0,1,0,0.0,40.0,13.815509557963772,73,33,open,'50700000,1,41.0,22-100845,0,2022_July,Services,2.0,130018351,0
129,0,0,1,0,0.0,40.0,13.085141145955522,41,44,open,'32321200,1,29.0,22-100901,0,2022_July,Supplies,3.0,381053768,1
130,0,0,0,0,0.0,40.0,12.89921982609012,73,80,open,'66133000,1,31.0,22-101046,0,2022_July,Services,3.0,248000747,0
131,0,0,0,0,0.0,40.0,12.385882717852231,73,53,open,'90610000,0,32.0,22-101052,0,2022_July,Services,0.0,200033298,1
132,1,0,0,0,0.0,45.0,12.542544882151386,73,30,open,'18100000,1,33.0,22-101100,0,2022_July,Supplies,1.0,200066918,1
133,0,0,1,0,0.0,50.0,14.676012296502297,72,59,open,'50721000,0,36.0,22-101114,0,2022_July,Services,1.0,215903865,0
134,1,0,0,0,0.0,100.0,11.512925464970229,73,57,open,'79540000,1,19.0,22-10131,1,2022_January,Services,0.0,285701611,1
135,1,0,0,0,0.0,100.0,11.512925464970229,73,57,open,'79530000,1,19.0,22-10131,1,2022_January,Services,0.0,285701611,1
136,0,0,0,0,0.0,20.0,13.16158409055761,72,13,open,'39296100,1,33.0,22-10132,1,2022_January,Supplies,1.0,211300041,0
137,0,0,0,0,0.0,20.0,11.002099841204238,72,13,open,'39296000,1,33.0,22-10132,1,2022_January,Supplies,1.0,211300041,1
138,0,0,0,0,0.0,60.0,11.982929094215963,73,86,open,'31224500,1,37.0,22-101417,1,2022_July,Supplies,3.0,198608564,1
139,0,0,0,1,10.0,50.0,15.80754064263314,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,2.0,250208790,0
140,0,0,0,1,10.0,50.0,15.143751987635548,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,2.0,250208790,0
141,0,0,0,1,10.0,50.0,14.608457823601396,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,2.0,250208790,0
142,0,0,0,1,10.0,50.0,14.571186428804165,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,2.0,250208790,1
143,0,0,0,1,10.0,50.0,15.245163693256387,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,2.0,250208790,1
144,1,0,0,0,0.0,40.0,11.820410164718188,71,75,open,'50711000,1,20.0,22-101589,0,2022_July,Services,0.0,177504305,1
145,1,0,0,0,0.0,80.0,16.046725841075904,71,76,open,'45233141,1,30.0,22-101629,1,2022_July,Works,4.0,130001696,1
146,0,0,0,0,0.0,80.0,15.60700999338647,71,76,open,'45233141,1,30.0,22-101629,1,2022_July,Works,4.0,130001696,1
147,0,0,1,0,0.0,45.0,14.57818380117283,72,93,open,'90911200,1,51.0,22-101708,1,2022_July,Services,6.0,219300456,0
148,0,0,1,0,0.0,45.0,10.614400974640018,72,93,open,'90911300,1,51.0,22-101708,1,2022_July,Services,1.0,219300456,0
149,1,0,1,0,0.0,40.0,12.624045866681524,72,93,open,'45331000,0,30.0,22-101713,0,2022_July,Works,3.0,219300456,0
150,1,0,1,0,0.0,40.0,14.50865773852422,72,84,open,'51314000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
151,1,0,1,0,0.0,20.0,10.085809109330082,72,84,open,'92100000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
152,1,0,1,0,0.0,20.0,10.080377719332876,72,84,open,'92100000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
153,0,0,1,0,0.0,20.0,9.615805480084347,72,84,open,'92100000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
154,1,0,1,0,0.0,20.0,10.16585181700362,72,84,open,'92100000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
155,1,0,1,0,0.0,20.0,10.06475570013225,72,84,open,'92100000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
156,1,0,1,0,0.0,20.0,10.186031447131786,72,84,open,'92312000,1,35.0,22-101729,1,2022_July,Services,0.0,218400075,1
157,1,0,0,0,0.0,40.0,13.122363377404328,55,80,open,'71351500,1,29.0,22-101763,0,2022_July,Services,0.0,814555819,1
158,0,1,0,0,0.0,60.0,12.793859310432293,73,62,open,'77310000,1,31.0,22-101768,1,2022_July,Services,2.0,200069029,0
159,0,1,0,0,0.0,60.0,12.206072645530174,73,62,open,'77340000,1,31.0,22-101768,1,2022_July,Services,4.0,200069029,0
160,1,0,0,1,15.0,30.0,14.28551418721001,73,75,open,'15811100,1,31.0,22-101776,0,2022_July,Supplies,0.0,267500403,1
161,1,0,0,0,0.0,35.0,12.05844232852615,72,59,open,'71240000,0,31.0,22-101818,0,2022_July,Services,0.0,215903501,1
162,1,1,1,0,0.0,100.0,14.129303992203225,72,72,open,'45112500,0,30.0,22-101922,1,2022_July,Works,0.0,227200029,1
163,1,1,1,0,0.0,100.0,12.89921682608562,72,72,open,'45220000,0,30.0,22-101922,1,2022_July,Works,0.0,227200029,1
164,0,0,0,0,0.0,30.0,13.012548511397124,73,13,negotiated,'31711422,0,32.0,22-101925,0,2022_July,Supplies,2.0,130015332,0
165,0,0,0,0,0.0,35.0,11.28925214835516,72,68,open,'77231200,0,35.0,22-101995,0,2022_July,Services,1.0,216802249,0
166,0,1,0,0,0.0,40.0,10.33359519067974,72,14,open,'90919300,0,30.0,22-102054,1,2022_July,Services,5.0,211403662,1
167,1,1,0,0,0.0,40.0,9.903487552536127,72,14,open,'90911300,0,30.0,22-102054,1,2022_July,Services,3.0,211403662,1
168,0,1,0,0,0.0,40.0,10.4784895068566,72,14,open,'90900000,0,30.0,22-102054,1,2022_July,Services,5.0,211403662,1
169,0,0,0,0,0.0,45.0,13.206991249434823,72,13,open,'50324200,0,33.0,22-102324,0,2022_July,Services,2.0,211300504,1
170,1,0,1,0,0.0,60.0,12.206072645530174,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
171,1,0,1,0,0.0,60.0,11.84939770159144,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
172,1,0,1,0,0.0,60.0,12.388394202324127,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
173,1,0,1,0,0.0,60.0,11.982929094215963,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
174,1,0,1,0,0.0,60.0,10.596634733096073,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
175,1,0,1,0,0.0,60.0,12.206072645530174,73,85,open,'60130000,1,36.0,22-102337,1,2022_July,Services,0.0,200073260,1
176,1,0,0,0,0.0,40.0,12.765688433465597,72,35,open,'32500000,1,30.0,22-102414,0,2022_July,Supplies,0.0,213500515,1
177,1,0,1,0,0.0,60.0,11.49560696168155,73,39,open,'45421150,0,32.0,22-102452,1,2022_July,Works,2.0,200071116,1
178,1,0,1,0,0.0,60.0,11.576375831782569,73,39,open,'45421152,0,32.0,22-102452,1,2022_July,Works,0.0,200071116,1
179,1,0,1,0,0.0,60.0,11.677622365965254,73,39,open,'45421146,0,32.0,22-102452,1,2022_July,Works,0.0,200071116,1
180,0,0,1,0,0.0,60.0,11.391705065843228,73,39,open,'45232411,0,32.0,22-102452,1,2022_July,Works,2.0,200071116,1
181,1,0,1,0,0.0,60.0,13.679879018717704,73,39,open,'45262311,0,32.0,22-102452,1,2022_July,Works,1.0,200071116,1
182,0,0,1,0,0.0,60.0,13.276411549120668,73,39,open,'45321000,0,32.0,22-102452,1,2022_July,Works,2.0,200071116,1
183,1,0,1,0,0.0,60.0,12.317194880557953,73,39,open,'45421132,0,32.0,22-102452,1,2022_July,Works,1.0,200071116,1
184,1,0,1,0,0.0,60.0,11.161752500203896,73,39,open,'45421131,0,32.0,22-102452,1,2022_July,Works,0.0,200071116,1
185,1,0,0,0,0.0,50.0,12.713191407364835,73,35,open,'90513000,1,47.0,22-102533,1,2022_July,Services,0.0,200073500,1
186,1,0,0,0,0.0,50.0,13.753464926992391,73,35,open,'90510000,1,47.0,22-102533,1,2022_July,Services,0.0,200073500,1
187,1,0,1,1,60.0,40.0,11.307621831784347,73,67,open,'34928480,1,34.0,22-102614,1,2022_July,Supplies,0.0,246701080,1
188,1,0,1,1,60.0,40.0,12.524526376648708,73,67,open,'34928480,1,34.0,22-102614,1,2022_July,Supplies,0.0,246701080,1
189,1,0,0,0,0.0,30.0,12.376869716472177,73,39,open,'71335000,0,40.0,22-102634,0,2022_July,Services,0.0,200051225,1
190,1,0,0,0,0.0,40.0,11.950147604691583,73,69,open,'71317210,0,33.0,22-102730,0,2022_July,Services,2.0,200096386,1
191,1,0,0,0,0.0,30.0,12.254862809699606,73,19,open,'79311100,0,33.0,22-102770,0,2022_July,Services,0.0,251900197,1
192,1,0,1,1,10.0,25.0,14.727158528883743,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,1.0,539732958,1
193,1,0,1,1,10.0,25.0,13.864300722133706,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,1.0,539732958,1
194,1,0,1,1,10.0,25.0,13.664687668229693,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,1.0,539732958,1
195,1,0,1,1,10.0,25.0,13.26819382561587,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,0.0,539732958,1
196,1,0,0,0,0.0,40.0,11.117806648916208,73,69,open,'71317210,0,33.0,22-102794,0,2022_July,Services,2.0,200096386,1
197,1,0,1,0,0.0,40.0,13.304684934198283,72,84,open,'77310000,1,44.0,22-102817,1,2022_July,Services,0.0,218400075,1
198,1,0,1,0,0.0,40.0,12.206072645530174,72,84,open,'77211300,1,44.0,22-102817,1,2022_July,Services,0.0,218400075,1
199,1,0,1,0,0.0,40.0,13.487006490992238,72,84,open,'77320000,1,44.0,22-102817,1,2022_July,Services,0.0,218400075,1
200,1,0,1,0,0.0,55.0,12.206072645530174,72,60,open,'77342000,1,29.0,22-102829,1,2022_July,Services,0.0,216006031,1
201,1,0,1,0,0.0,55.0,11.982929094215963,72,60,open,'77312100,1,29.0,22-102829,1,2022_July,Services,0.0,216006031,1
