,green,offers_sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,region,cpv,framework,advertising,id_contract,allotment,month,contract_type,cpv_division,offers_other,authority_siren,participation,quarter,status
4515,1,1.0,0,1,0,0.0,40.0,11.59834727927422,Pays de la Loire,'45442100,0,36.0,23-134832,1,2023_October,T,45,1.0,264400136,1,2023Q4,specialized
4516,1,1.0,0,1,0,0.0,40.0,12.196708942577208,Pays de la Loire,'45432130,0,36.0,23-134832,1,2023_October,T,45,0.0,264400136,1,2023Q4,specialized
4517,1,1.0,0,1,0,0.0,40.0,13.205177459730614,Pays de la Loire,'45421141,0,36.0,23-134832,1,2023_October,T,45,0.0,264400136,1,2023Q4,specialized
4518,1,1.0,0,1,0,0.0,40.0,13.614076540134606,Pays de la Loire,'45421000,0,36.0,23-134832,1,2023_October,T,45,0.0,264400136,1,2023Q4,specialized
4519,1,0.0,0,1,0,0.0,40.0,12.50622553311058,Pays de la Loire,'45261210,0,36.0,23-134832,1,2023_October,T,45,1.0,264400136,0,2023Q4,specialized
4520,1,3.0,0,1,0,0.0,40.0,14.026697658952582,Pays de la Loire,'45422000,0,36.0,23-134832,1,2023_October,T,45,2.0,264400136,1,2023Q4,specialized
4521,0,2.0,0,0,0,0.0,60.0,12.359630978526113,Pays de la Loire,'45112730,0,31.0,23-1926,0,2023_January,T,45,2.0,224400028,1,2023Q1,departement
4522,0,6.0,0,0,0,0.0,35.0,13.081541382884074,Pays de la Loire,'90910000,1,33.0,23-86937,1,2023_June,S,90,3.0,214401622,1,2023Q2,municipality
4523,0,6.0,0,0,0,0.0,35.0,13.304684934198283,Pays de la Loire,'90910000,1,33.0,23-86937,1,2023_June,S,90,3.0,214401622,1,2023Q2,municipality
4524,0,2.0,0,0,0,0.0,40.0,12.994530005894443,Pays de la Loire,'30197630,1,32.0,23-61614,0,2023_May,F,30,1.0,214401622,1,2023Q2,municipality
4525,1,2.0,1,1,0,0.0,55.00000000000001,15.942193445966549,Pays de la Loire,'45262522,0,34.0,23-64182,1,2023_May,T,45,0.0,218501914,1,2023Q2,municipality
4526,1,2.0,1,1,0,0.0,60.0,12.74804803828838,Pays de la Loire,'45313100,0,34.0,23-64182,1,2023_May,T,45,0.0,218501914,1,2023Q2,municipality
4527,1,2.0,1,1,0,0.0,55.00000000000001,13.99866510106212,Pays de la Loire,'45441000,0,34.0,23-64182,1,2023_May,T,45,0.0,218501914,1,2023Q2,municipality
4528,1,0.0,0,0,1,5.0,42.10526315789473,13.764217263576723,Pays de la Loire,'79311000,1,69.0,23-166995,1,2023_December,S,79,2.0,200067346,0,2023Q4,municipal_federation
4529,0,1.0,0,0,0,0.0,30.0,10.40289827348682,Pays de la Loire,'38000000,0,29.0,23-103311,1,2023_July,F,38,0.0,130029747,1,2023Q3,state
4530,0,1.0,0,0,0,0.0,30.0,11.431655320971506,Pays de la Loire,'38000000,0,29.0,23-103311,1,2023_July,F,38,0.0,130029747,1,2023Q3,state
4531,0,1.0,0,0,0,0.0,30.0,10.974195785780363,Pays de la Loire,'38000000,0,29.0,23-103311,1,2023_July,F,38,0.0,130029747,1,2023Q3,state
4532,0,1.0,0,0,0,0.0,45.0,12.821258284620408,Pays de la Loire,'38280000,0,29.0,23-103311,1,2023_July,F,38,0.0,130029747,1,2023Q3,state
4533,0,1.0,0,0,0,0.0,45.0,12.793859310432293,Pays de la Loire,'38280000,0,29.0,23-103311,1,2023_July,F,38,0.0,130029747,1,2023Q3,state
4534,1,1.0,0,1,1,20.0,50.0,13.304684934198283,Pays de la Loire,'79800000,0,36.0,23-107238,1,2023_July,S,79,3.0,214401622,1,2023Q3,municipality
4535,1,5.0,0,1,1,20.0,50.0,13.592367006650065,Pays de la Loire,'79800000,0,36.0,23-107238,1,2023_July,S,79,0.0,214401622,1,2023Q3,municipality
4536,1,6.0,0,1,1,10.0,44.44444444444444,12.676076274775909,Pays de la Loire,'79800000,0,36.0,23-107238,1,2023_July,S,79,1.0,214401622,1,2023Q3,municipality
4537,1,7.0,0,1,0,0.0,30.0,13.815510557964274,Pays de la Loire,'72212200,1,31.0,23-83911,0,2023_June,S,72,0.0,234400034,1,2023Q2,region
4538,0,0.0,0,0,0,0.0,100.0,11.559972014688991,Pays de la Loire,'66512000,0,31.0,23-180426,0,2023_December,S,66,2.0,264400219,0,2023Q4,specialized
4539,0,3.0,0,0,0,0.0,40.0,12.611537753638338,Pays de la Loire,'71330000,1,44.0,23-27667,0,2023_March,S,71,4.0,200067346,1,2023Q1,municipal_federation
4540,1,3.0,0,1,1,10.0,44.44444444444444,13.142166004700508,Pays de la Loire,'30121100,1,45.0,23-141360,0,2023_October,F,30,0.0,244400438,1,2023Q4,municipal_federation
4541,0,1.0,1,0,0,0.0,60.0,12.86339625610626,Pays de la Loire,'45112730,0,30.0,23-73139,0,2023_June,T,45,3.0,224400028,1,2023Q2,departement
4542,0,3.0,0,0,0,0.0,40.0,13.592367006650065,Pays de la Loire,'50232000,1,43.0,23-133509,0,2023_September,S,50,0.0,214401317,1,2023Q3,municipality
4543,1,0.0,1,1,1,10.0,38.88888888888889,15.823818679888914,Pays de la Loire,'45247212,0,41.0,23-62496,1,2023_May,T,45,6.0,224400028,0,2023Q2,departement
4544,1,0.0,1,1,1,10.0,38.88888888888889,14.408428700950074,Pays de la Loire,'45262340,0,41.0,23-62496,1,2023_May,T,45,2.0,224400028,0,2023Q2,departement
4545,1,0.0,1,1,1,10.0,38.88888888888889,11.905001335959376,Pays de la Loire,'38295000,0,41.0,23-62496,1,2023_May,F,38,1.0,224400028,0,2023Q2,departement
4546,1,0.0,1,1,1,10.0,38.88888888888889,13.408348010019903,Pays de la Loire,'45252124,0,41.0,23-62496,1,2023_May,T,45,3.0,224400028,0,2023Q2,departement
4547,0,0.0,0,0,0,0.0,40.0,13.333285348530223,Pays de la Loire,'55523100,0,27.0,23-114017,0,2023_August,S,55,4.0,214401333,0,2023Q3,municipality
4548,0,0.0,0,0,0,0.0,30.0,13.815510557964274,Pays de la Loire,'90400000,1,59.0,23-149188,0,2023_October,S,90,2.0,200000438,0,2023Q4,municipal_federation
4549,0,1.0,0,0,0,0.0,40.0,12.141534124392605,Pays de la Loire,'71315200,0,29.0,22-113149,1,2022_September,S,71,0.0,248500621,1,2022Q3,municipal_federation
4550,0,2.0,0,0,0,0.0,40.0,12.141534124392605,Pays de la Loire,'71315200,0,29.0,22-113149,1,2022_September,S,71,0.0,248500621,1,2022Q3,municipal_federation
4551,0,1.0,0,0,0,0.0,40.0,10.714417768752456,Pays de la Loire,'71315200,0,29.0,22-113149,1,2022_September,S,71,0.0,248500621,1,2022Q3,municipal_federation
4552,0,2.0,1,0,0,0.0,65.0,13.710150042306449,Pays de la Loire,'71355100,1,30.0,23-178715,0,2023_December,S,71,2.0,224400028,1,2023Q4,departement
4553,1,2.0,0,1,1,20.0,37.5,11.289781913656018,Bretagne,'15300000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4554,1,2.0,0,1,1,20.0,37.5,9.546812608597396,Bretagne,'15300000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4555,1,2.0,0,1,1,20.0,37.5,11.84939770159144,Bretagne,'15896000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4556,1,1.0,0,1,1,20.0,37.5,11.512925464970229,Bretagne,'15890000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4557,1,3.0,0,1,1,20.0,37.5,11.512925464970229,Bretagne,'15500000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4558,1,1.0,0,1,1,20.0,37.5,11.512925464970229,Bretagne,'15100000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4559,1,2.0,0,1,1,20.0,37.5,9.903487552536127,Bretagne,'15200000,1,30.0,22-91436,1,2022_July,F,15,0.0,212901953,1,2022Q3,municipality
4560,0,2.0,0,0,0,0.0,40.0,12.89921982609012,Pays de la Loire,'71351810,1,31.0,22-126966,1,2022_September,S,71,1.0,200067346,1,2022Q3,municipal_federation
4561,0,2.0,0,0,0,0.0,40.0,11.002099841204238,Pays de la Loire,'71317000,1,31.0,22-126966,1,2022_September,S,71,3.0,200067346,1,2022Q3,municipal_federation
4562,0,0.0,0,0,0,0.0,40.0,11.289781913656018,Pays de la Loire,'71630000,1,31.0,22-126966,1,2022_September,S,71,1.0,200067346,0,2022Q3,municipal_federation
4563,0,0.0,0,0,0,0.0,30.0,13.517616520436077,Bretagne,'90450000,1,54.0,23-104970,0,2023_July,S,90,1.0,245600465,0,2023Q3,municipal_federation
4564,1,0.0,0,0,1,20.0,50.0,12.239807183259805,Pays de la Loire,'15894210,0,34.0,23-105372,0,2023_July,F,15,3.0,214401291,0,2023Q3,municipality
4565,1,5.0,0,0,1,5.0,36.84210526315789,12.793859310432293,Pays de la Loire,'37400000,0,32.0,23-114896,1,2023_August,F,37,0.0,214401317,1,2023Q3,municipality
4566,1,3.0,0,0,1,5.0,36.84210526315789,10.23995978915734,Pays de la Loire,'37400000,0,32.0,23-114896,1,2023_August,F,37,0.0,214401317,1,2023Q3,municipality
4567,1,1.0,1,1,1,15.0,47.05882352941176,14.914122846632385,Pays de la Loire,'45233221,1,29.0,23-127060,1,2023_September,T,45,2.0,224400028,1,2023Q3,departement
4568,1,1.0,1,1,1,15.0,47.05882352941176,14.73180128983843,Pays de la Loire,'45233221,1,29.0,23-127060,1,2023_September,T,45,2.0,224400028,1,2023Q3,departement
4569,0,1.0,0,0,0,0.0,30.0,11.746058950313786,Pays de la Loire,'31527260,0,29.0,23-129302,0,2023_September,F,31,1.0,180070039,1,2023Q3,state
4570,1,1.0,0,1,1,25.0,53.333333333333336,13.369223455335854,Auvergne-Rhône-Alpes,'55321000,1,31.0,22-7339,1,2022_January,S,55,0.0,200018166,1,2022Q1,municipal_federation
4571,1,2.0,0,1,1,25.0,53.333333333333336,13.16158409055761,Auvergne-Rhône-Alpes,'55321000,1,31.0,22-7339,1,2022_January,S,55,0.0,200018166,1,2022Q1,municipal_federation
4572,0,0.0,0,0,0,0.0,40.0,12.994530005894443,Auvergne-Rhône-Alpes,'50332000,0,30.0,22-70303,0,2022_May,S,50,1.0,283812006,0,2022Q2,specialized
4573,0,4.0,0,0,0,0.0,100.0,13.458835614025542,Auvergne-Rhône-Alpes,'15894200,1,34.0,22-162297,0,2022_December,F,15,0.0,213803174,1,2022Q4,municipality
4574,0,1.0,0,0,0,0.0,50.0,11.695247021764184,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,1.0,200059392,1,2023Q3,municipal_federation
4575,0,3.0,0,0,0,0.0,60.0,10.596634733096073,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,0.0,200059392,1,2023Q3,municipal_federation
4576,0,2.0,0,0,0,0.0,60.0,10.126631103850338,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,0.0,200059392,1,2023Q3,municipal_federation
4577,0,2.0,0,0,0,0.0,60.0,9.472704636443671,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,1.0,200059392,1,2023Q3,municipal_federation
4578,0,2.0,0,0,0,0.0,60.0,9.615805480084347,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,1.0,200059392,1,2023Q3,municipal_federation
4579,0,2.0,0,0,0,0.0,60.0,9.210340371976184,Auvergne-Rhône-Alpes,'90911200,1,28.0,23-112586,1,2023_August,S,90,1.0,200059392,1,2023Q3,municipal_federation
4580,1,3.0,1,1,0,0.0,40.0,12.89921982609012,Auvergne-Rhône-Alpes,'71351810,1,31.0,23-160333,1,2023_November,S,71,2.0,200040715,1,2023Q4,municipal_federation
4581,1,3.0,1,1,0,0.0,40.0,12.89921982609012,Auvergne-Rhône-Alpes,'71351810,1,31.0,23-160333,1,2023_November,S,71,2.0,200040715,1,2023Q4,municipal_federation
4582,1,3.0,1,1,0,0.0,40.0,13.081541382884074,Auvergne-Rhône-Alpes,'71351810,1,31.0,23-160333,1,2023_November,S,71,2.0,200040715,1,2023Q4,municipal_federation
4583,1,3.0,1,1,0,0.0,40.0,12.89921982609012,Auvergne-Rhône-Alpes,'71351810,1,31.0,23-160333,1,2023_November,S,71,2.0,200040715,1,2023Q4,municipal_federation
4584,1,3.0,1,1,0,0.0,40.0,12.100712129872347,Auvergne-Rhône-Alpes,'71351810,1,31.0,23-160333,1,2023_November,S,71,2.0,200040715,1,2023Q4,municipal_federation
4585,0,2.0,0,0,0,0.0,100.0,13.690511801498069,Auvergne-Rhône-Alpes,'09000000,0,33.0,23-168674,1,2023_December,F,9,0.0,253804710,1,2023Q4,specialized
4586,0,5.0,0,0,0,0.0,100.0,15.057862952568035,Auvergne-Rhône-Alpes,'09000000,0,33.0,23-168674,1,2023_December,F,9,0.0,253804710,1,2023Q4,specialized
4587,0,1.0,0,0,0,0.0,60.0,9.86837837542256,Auvergne-Rhône-Alpes,'85311100,1,33.0,22-120767,1,2022_September,S,85,0.0,223800012,1,2022Q3,departement
4588,0,1.0,0,0,0,0.0,60.0,9.815202637668555,Auvergne-Rhône-Alpes,'85311100,1,33.0,22-120767,1,2022_September,S,85,0.0,223800012,1,2022Q3,departement
4589,0,1.0,0,0,0,0.0,35.0,15.581381115988696,Auvergne-Rhône-Alpes,'90511000,0,33.0,22-155108,1,2022_November,S,90,0.0,253801179,1,2022Q4,specialized
4590,0,1.0,0,0,0,0.0,35.0,14.132931028179843,Auvergne-Rhône-Alpes,'90511000,0,33.0,22-155108,1,2022_November,S,90,0.0,253801179,1,2022Q4,specialized
4591,0,2.0,0,0,0,0.0,40.0,10.836045256874154,Auvergne-Rhône-Alpes,'34144510,0,31.0,22-155531,1,2022_November,F,34,0.0,253801179,1,2022Q4,specialized
4592,0,2.0,0,0,0,0.0,40.0,10.8036489024804,Auvergne-Rhône-Alpes,'34144510,0,31.0,22-155531,1,2022_November,F,34,0.0,253801179,1,2022Q4,specialized
4593,0,2.0,0,0,0,0.0,40.0,10.8036489024804,Auvergne-Rhône-Alpes,'34144510,0,31.0,22-155531,1,2022_November,F,34,0.0,253801179,1,2022Q4,specialized
4594,0,2.0,0,0,0,0.0,40.0,10.74073507706983,Auvergne-Rhône-Alpes,'34144510,0,31.0,22-155531,1,2022_November,F,34,0.0,253801179,1,2022Q4,specialized
4595,0,0.0,0,0,0,0.0,40.0,14.755517816455743,Auvergne-Rhône-Alpes,'09134200,0,33.0,22-70178,0,2022_June,F,9,6.0,283812006,0,2022Q2,specialized
4596,0,0.0,0,0,0,0.0,40.0,14.755517816455743,Auvergne-Rhône-Alpes,'09134200,0,33.0,22-70178,0,2022_June,F,9,6.0,283812006,0,2022Q2,specialized
4597,0,0.0,0,0,0,0.0,40.0,14.755517816455743,Auvergne-Rhône-Alpes,'09134200,0,33.0,22-70178,0,2022_June,F,9,6.0,283812006,0,2022Q2,specialized
4598,0,0.0,0,0,0,0.0,40.0,14.755517816455743,Auvergne-Rhône-Alpes,'09134200,0,33.0,22-70178,0,2022_June,F,9,6.0,283812006,0,2022Q2,specialized
4599,0,1.0,0,0,0,0.0,40.0,11.124641905070824,Auvergne-Rhône-Alpes,'79800000,1,31.0,22-15089,1,2022_January,S,79,0.0,478362262,1,2022Q1,specialized
4600,0,0.0,1,0,0,0.0,40.0,13.592367006650065,Auvergne-Rhône-Alpes,'90500000,1,37.0,23-59721,0,2023_May,S,90,1.0,200040715,0,2023Q2,municipal_federation
4601,1,0.0,0,1,1,10.0,55.55555555555556,12.928353780815184,Auvergne-Rhône-Alpes,'34140000,0,29.0,23-146660,1,2023_October,F,34,1.0,243800984,0,2023Q4,municipal_federation
4602,1,0.0,0,1,1,10.0,55.55555555555556,13.1852198597074,Auvergne-Rhône-Alpes,'34144511,0,29.0,23-146660,1,2023_October,F,34,2.0,243800984,0,2023Q4,municipal_federation
4603,1,4.0,0,1,0,0.0,50.0,14.28551418721001,Auvergne-Rhône-Alpes,'80530000,1,43.0,23-107262,0,2023_July,S,80,0.0,223800012,1,2023Q3,departement
4604,0,1.0,0,0,0,0.0,100.0,11.453706105310255,Auvergne-Rhône-Alpes,'34144510,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4605,0,2.0,0,0,0,0.0,100.0,13.673946993642486,Auvergne-Rhône-Alpes,'34144510,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4606,0,2.0,0,0,0,0.0,100.0,11.633371618046096,Auvergne-Rhône-Alpes,'34144510,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4607,0,1.0,0,0,0,0.0,100.0,11.56422675932578,Auvergne-Rhône-Alpes,'34144511,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4608,0,1.0,0,0,0,0.0,100.0,13.803073537860593,Auvergne-Rhône-Alpes,'34144511,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4609,0,1.0,0,0,0,0.0,100.0,11.54019037611824,Auvergne-Rhône-Alpes,'34144511,1,33.0,22-78282,1,2022_June,F,34,0.0,253804710,1,2022Q2,specialized
4610,1,0.0,0,1,0,0.0,40.0,12.570715759118084,Auvergne-Rhône-Alpes,'90500000,0,34.0,23-37297,1,2023_March,S,90,1.0,200040715,0,2023Q1,municipal_federation
4611,1,0.0,0,1,0,0.0,40.0,12.570715759118084,Auvergne-Rhône-Alpes,'90500000,0,34.0,23-37297,1,2023_March,S,90,1.0,200040715,0,2023Q1,municipal_federation
4612,1,0.0,1,1,1,10.0,66.66666666666666,15.302402853133076,Auvergne-Rhône-Alpes,'45221111,0,30.0,23-37648,0,2023_March,T,45,7.0,223800012,0,2023Q1,departement
4613,0,1.0,0,0,0,0.0,60.0,11.404588301265846,Auvergne-Rhône-Alpes,'71335000,0,50.0,22-62686,0,2022_May,S,71,0.0,243800935,1,2022Q2,municipal_federation
4614,0,3.0,0,0,0,0.0,100.0,12.542544882151386,Auvergne-Rhône-Alpes,'39830000,0,35.0,22-62689,0,2022_May,F,39,0.0,213803174,1,2022Q2,municipality
4615,0,0.0,0,0,0,0.0,40.0,15.877625354819832,Auvergne-Rhône-Alpes,'34144200,0,30.0,22-80659,0,2022_June,F,34,5.0,283812006,0,2022Q2,specialized
4616,0,0.0,0,0,0,0.0,100.0,14.688789399245138,Auvergne-Rhône-Alpes,'09134000,0,32.0,22-110552,0,2022_August,F,9,2.0,283812006,0,2022Q3,specialized
4617,0,1.0,0,0,0,0.0,60.0,12.266377216135684,Auvergne-Rhône-Alpes,'09134200,0,31.0,22-37274,1,2022_March,F,9,3.0,253801179,1,2022Q1,specialized
4618,0,0.0,0,0,0,0.0,60.0,12.060497589703225,Auvergne-Rhône-Alpes,'09134200,0,31.0,22-37274,1,2022_March,F,9,3.0,253801179,0,2022Q1,specialized
4619,1,0.0,0,1,0,0.0,40.0,13.997832114758229,Auvergne-Rhône-Alpes,'90500000,1,30.0,22-113367,1,2022_August,S,90,3.0,223800012,0,2022Q3,departement
4620,1,4.0,0,1,1,10.0,44.44444444444444,13.592367006650065,Auvergne-Rhône-Alpes,'34928500,1,30.0,22-78840,1,2022_June,F,34,1.0,213801582,1,2022Q2,municipality
4621,1,1.0,0,1,1,10.0,44.44444444444444,12.206072645530174,Auvergne-Rhône-Alpes,'34928500,1,30.0,22-78840,1,2022_June,F,34,2.0,213801582,1,2022Q2,municipality
4622,0,3.0,0,0,0,0.0,100.0,13.118491892869947,Auvergne-Rhône-Alpes,'34928480,0,34.0,22-168781,0,2022_December,F,34,0.0,253804710,1,2022Q4,specialized
4623,0,6.0,0,0,0,0.0,50.0,14.490662287301245,Auvergne-Rhône-Alpes,'60130000,0,53.0,22-104402,0,2022_July,S,60,0.0,263800401,1,2022Q3,specialized
4624,1,2.0,0,0,1,20.0,62.5,11.54005413235848,Auvergne-Rhône-Alpes,'60130000,1,30.0,23-175430,1,2023_December,S,60,0.0,213800535,1,2023Q4,municipality
4625,1,2.0,0,0,1,20.0,62.5,9.988770353064586,Auvergne-Rhône-Alpes,'60130000,1,30.0,23-175430,1,2023_December,S,60,0.0,213800535,1,2023Q4,municipality
4626,1,2.0,0,0,1,20.0,62.5,8.341624780714914,Auvergne-Rhône-Alpes,'60130000,1,30.0,23-175430,1,2023_December,S,60,0.0,213800535,1,2023Q4,municipality
4627,1,1.0,0,0,1,10.0,55.55555555555556,11.759785542901756,Auvergne-Rhône-Alpes,'60130000,1,29.0,22-102906,1,2022_July,S,60,0.0,213805625,1,2022Q3,municipality
4628,1,1.0,0,0,1,10.0,55.55555555555556,12.301382825334498,Auvergne-Rhône-Alpes,'60130000,1,29.0,22-102906,1,2022_July,S,60,0.0,213805625,1,2022Q3,municipality
4629,0,3.0,0,0,0,0.0,100.0,11.500296048570087,Auvergne-Rhône-Alpes,'64200000,0,33.0,22-108444,1,2022_August,S,64,0.0,253804710,1,2022Q3,specialized
4630,0,3.0,0,0,0,0.0,100.0,10.303437479956182,Auvergne-Rhône-Alpes,'64212000,0,33.0,22-108444,1,2022_August,S,64,0.0,253804710,1,2022Q3,specialized
4631,1,2.0,1,1,1,20.0,50.0,14.077874822431763,Auvergne-Rhône-Alpes,'85312510,1,29.0,23-98739,1,2023_July,S,85,0.0,223800012,1,2023Q3,departement
4632,1,1.0,1,1,1,20.0,50.0,11.695247021764184,Auvergne-Rhône-Alpes,'85312510,1,29.0,23-98739,1,2023_July,S,85,0.0,223800012,1,2023Q3,departement
4633,1,2.0,1,1,1,20.0,50.0,13.304684934198283,Auvergne-Rhône-Alpes,'85312510,1,29.0,23-98739,1,2023_July,S,85,0.0,223800012,1,2023Q3,departement
4634,1,3.0,1,1,1,20.0,50.0,13.399995114002609,Auvergne-Rhône-Alpes,'85312510,1,29.0,23-98739,1,2023_July,S,85,0.0,223800012,1,2023Q3,departement
4635,1,3.0,1,1,1,20.0,50.0,13.710150042306449,Auvergne-Rhône-Alpes,'85312510,1,29.0,23-98739,1,2023_July,S,85,0.0,223800012,1,2023Q3,departement
4636,0,1.0,0,0,0,0.0,40.0,12.100712129872347,Auvergne-Rhône-Alpes,'79952000,1,30.0,23-100013,1,2023_July,S,79,1.0,200040715,1,2023Q3,municipal_federation
4637,0,5.0,0,0,0,0.0,40.0,11.512925464970229,Auvergne-Rhône-Alpes,'79822500,1,30.0,23-100013,1,2023_July,S,79,1.0,200040715,1,2023Q3,municipal_federation
4638,0,1.0,0,0,0,0.0,40.0,12.154779351142624,Auvergne-Rhône-Alpes,'92400000,1,30.0,23-100013,1,2023_July,S,92,0.0,200040715,1,2023Q3,municipal_federation
4639,0,0.0,0,0,0,0.0,40.0,11.695247021764184,Auvergne-Rhône-Alpes,'92111000,1,30.0,23-100013,1,2023_July,S,92,1.0,200040715,0,2023Q3,municipal_federation
4640,1,1.0,0,0,1,10.0,44.44444444444444,13.304684934198283,Auvergne-Rhône-Alpes,'39154100,1,30.0,23-100013,1,2023_July,F,39,0.0,200040715,1,2023Q3,municipal_federation
4641,0,0.0,0,0,0,0.0,40.0,9.191167746187372,Auvergne-Rhône-Alpes,'66515000,0,36.0,23-2493,1,2023_January,S,66,1.0,243800984,0,2023Q1,municipal_federation
4642,1,2.0,1,1,1,5.0,57.89473684210527,12.89921982609012,Auvergne-Rhône-Alpes,'45232410,1,29.0,23-13690,1,2023_February,T,45,1.0,200059392,1,2023Q1,municipal_federation
4643,1,2.0,1,1,1,5.0,57.89473684210527,13.122363377404328,Auvergne-Rhône-Alpes,'45232410,1,29.0,23-13690,1,2023_February,T,45,1.0,200059392,1,2023Q1,municipal_federation
4644,1,1.0,1,1,1,5.0,57.89473684210527,12.611537753638338,Auvergne-Rhône-Alpes,'45232410,1,29.0,23-13690,1,2023_February,T,45,0.0,200059392,1,2023Q1,municipal_federation
4645,1,3.0,0,1,0,0.0,50.0,14.690979295318174,Auvergne-Rhône-Alpes,'50324200,1,33.0,23-101002,1,2023_July,S,50,0.0,223800012,1,2023Q3,departement
4646,1,3.0,0,1,0,0.0,50.0,15.38412647587812,Auvergne-Rhône-Alpes,'50324200,1,33.0,23-101002,1,2023_July,S,50,0.0,223800012,1,2023Q3,departement
4647,1,5.0,0,1,0,0.0,40.0,12.676076274775909,Auvergne-Rhône-Alpes,'80500000,1,35.0,23-5671,0,2023_January,S,80,0.0,223800012,1,2023Q1,departement
4648,1,1.0,0,1,0,0.0,40.0,12.388394202324127,Auvergne-Rhône-Alpes,'50230000,1,29.0,23-9326,0,2023_January,S,50,2.0,223800012,1,2023Q1,departement
4649,0,0.0,1,0,0,0.0,40.0,11.509318969376118,Auvergne-Rhône-Alpes,'79311000,0,28.0,23-112838,1,2023_August,S,79,1.0,200040715,0,2023Q3,municipal_federation
4650,0,0.0,1,0,0,0.0,40.0,12.872131220399384,Auvergne-Rhône-Alpes,'79311000,0,28.0,23-112838,1,2023_August,S,79,1.0,200040715,0,2023Q3,municipal_federation
4651,1,0.0,0,1,0,0.0,45.0,13.304684934198283,Auvergne-Rhône-Alpes,'45330000,1,36.0,23-80416,0,2023_June,T,45,1.0,223800012,0,2023Q2,departement
4652,0,0.0,0,0,0,0.0,30.0,12.793859310432293,Auvergne-Rhône-Alpes,'09100000,1,64.0,23-138734,0,2023_October,F,9,3.0,213803174,0,2023Q4,municipality
4653,0,0.0,0,0,0,0.0,40.0,13.304684934198283,Auvergne-Rhône-Alpes,'64210000,0,31.0,23-612,0,2023_January,S,64,1.0,283812006,0,2023Q1,specialized
4654,0,2.0,0,0,0,0.0,40.0,14.722816244946824,Auvergne-Rhône-Alpes,'55521200,1,27.0,23-92825,0,2023_July,S,55,0.0,213805476,1,2023Q3,municipality
4655,1,2.0,0,1,1,10.0,55.55555555555556,13.527828485512494,Auvergne-Rhône-Alpes,'90918000,1,33.0,23-61797,0,2023_May,S,90,0.0,243800984,1,2023Q2,municipal_federation
4656,1,4.0,0,1,0,0.0,30.0,12.89921982609012,Auvergne-Rhône-Alpes,'71335000,1,37.0,23-164571,1,2023_November,S,71,0.0,200040715,1,2023Q4,municipal_federation
4657,1,3.0,0,1,0,0.0,60.0,15.201804919084164,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4658,1,3.0,0,1,0,0.0,60.0,15.424948470398377,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4659,1,3.0,0,1,0,0.0,60.0,11.289781913656018,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4660,1,3.0,0,1,0,0.0,60.0,12.206072645530174,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4661,1,4.0,0,1,0,0.0,60.0,11.289781913656018,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4662,1,3.0,0,1,0,0.0,60.0,10.819778284410283,Auvergne-Rhône-Alpes,'45316110,1,37.0,23-164571,1,2023_November,T,45,0.0,200040715,1,2023Q4,municipal_federation
4663,0,3.0,0,0,0,0.0,40.0,14.151982794585487,Auvergne-Rhône-Alpes,'45410000,1,36.0,23-126469,1,2023_September,T,45,0.0,223800012,1,2023Q3,departement
