,green,offers_sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,region,cpv,framework,advertising,id_contract,allotment,month,contract_type,cpv_division,offers_other,authority_siren,participation,quarter,status
0,1,2.0,1,1,0,0.0,40.0,15.89495209964411,Ile-de-France,'50232100,0,34.0,22-12103,1,2022_January,S,50,0.0,219300787,1,2022Q1,municipality
1,1,2.0,1,1,0,0.0,40.0,13.997832114758229,Ile-de-France,'50232200,0,34.0,22-12103,1,2022_January,S,50,0.0,219300787,1,2022Q1,municipality
2,0,4.0,0,0,0,0.0,40.0,11.813030057420567,Ile-de-France,'79600000,1,40.0,22-13895,1,2022_February,S,79,2.0,180036048,1,2022Q1,state
3,0,1.0,0,0,0,0.0,40.0,10.00784756786037,Ile-de-France,'79600000,1,40.0,22-13895,1,2022_February,S,79,0.0,180036048,1,2022Q1,state
4,1,2.0,1,1,0,0.0,40.0,13.646819679939954,Ile-de-France,'79311200,1,32.0,22-21352,0,2022_February,S,79,0.0,120064019,1,2022Q1,state
5,0,1.0,0,0,0,0.0,40.0,11.918390573078392,Ile-de-France,'66510000,1,34.0,22-32519,1,2022_March,S,66,2.0,180036048,1,2022Q1,state
6,0,1.0,0,0,0,0.0,40.0,11.918390573078392,Ile-de-France,'66510000,1,34.0,22-32519,1,2022_March,S,66,1.0,180036048,1,2022Q1,state
7,0,1.0,0,0,0,0.0,30.0,12.611537753638338,Ile-de-France,'66510000,1,34.0,22-32519,1,2022_March,S,66,1.0,180036048,1,2022Q1,state
8,1,6.0,0,0,1,15.0,35.294117647058826,14.28551418721001,Ile-de-France,'15811100,1,31.0,22-101776,0,2022_July,F,15,0.0,267500403,1,2022Q3,specialized
9,0,1.0,0,0,0,0.0,40.0,11.982929094215963,Ile-de-France,'79800000,0,32.0,22-109628,1,2022_August,S,79,1.0,267500007,1,2022Q3,specialized
10,0,0.0,0,0,0,0.0,35.0,12.676076274775909,Ile-de-France,'79800000,0,32.0,22-109628,1,2022_August,S,79,2.0,267500007,0,2022Q3,specialized
11,0,2.0,0,0,0,0.0,40.0,10.778956289890028,Ile-de-France,'79800000,0,32.0,22-109628,1,2022_August,S,79,1.0,267500007,1,2022Q3,specialized
12,0,3.0,0,0,0,0.0,55.00000000000001,15.424948470398377,Ile-de-France,'45262700,0,29.0,22-118839,0,2022_September,T,45,1.0,267500007,1,2022Q3,specialized
13,1,3.0,0,1,0,0.0,40.0,11.855628251342075,Grand Est,'38636100,0,38.0,22-122717,0,2022_September,F,38,0.0,180070039,1,2022Q3,state
14,0,4.0,1,0,0,0.0,40.0,12.181651870988492,Ile-de-France,'48000000,1,29.0,22-130483,0,2022_October,S,48,0.0,110043015,1,2022Q4,state
15,0,1.0,1,0,0,0.0,30.0,12.966878474563934,Ile-de-France,'70310000,1,30.0,22-133735,1,2022_October,S,70,0.0,110043015,1,2022Q4,state
16,0,1.0,1,0,0,0.0,30.0,13.833994669341427,Ile-de-France,'70310000,1,30.0,22-133735,1,2022_October,S,70,0.0,110043015,1,2022Q4,state
17,0,1.0,1,0,0,0.0,40.0,13.997832114758229,Ile-de-France,'72416000,1,34.0,22-72920,0,2022_May,S,72,2.0,110043015,1,2022Q2,state
18,1,3.0,0,1,1,5.0,52.63157894736842,15.319587954740548,Ile-de-France,'34928480,0,30.0,22-75410,0,2022_May,F,34,0.0,259500023,1,2022Q2,specialized
19,1,4.0,0,1,0,0.0,45.0,12.89921982609012,Ile-de-France,'18100000,0,35.0,22-76412,1,2022_June,F,18,1.0,219300787,1,2022Q2,municipality
20,1,6.0,0,1,0,0.0,45.0,11.982929094215963,Ile-de-France,'18100000,0,35.0,22-76412,1,2022_June,F,18,2.0,219300787,1,2022Q2,municipality
21,1,2.0,0,1,0,0.0,45.0,11.512925464970229,Ile-de-France,'18100000,0,35.0,22-76412,1,2022_June,F,18,1.0,219300787,1,2022Q2,municipality
22,0,2.0,0,0,0,0.0,40.0,15.424748450395708,Ile-de-France,'72600000,1,32.0,22-82147,0,2022_June,S,72,0.0,180070039,1,2022Q2,state
23,1,0.0,1,1,0,0.0,50.0,17.72753356339242,Ile-de-France,'64212000,1,36.0,22-162340,0,2022_December,S,64,2.0,130022205,0,2022Q4,state
24,0,1.0,0,0,0,0.0,30.0,11.68140161494213,Ile-de-France,'79952000,1,20.0,22-136008,0,2022_October,S,79,0.0,110043015,1,2022Q4,state
25,0,1.0,0,0,0,0.0,40.0,13.607674250717212,Ile-de-France,'71310000,0,48.0,23-11648,0,2023_January,S,71,0.0,219300019,1,2023Q1,municipality
26,1,1.0,0,0,1,3.0,30.927835051546392,13.669328047786191,Ile-de-France,'66133000,1,31.0,23-30725,0,2023_March,S,66,2.0,110070018,1,2023Q1,state
27,0,1.0,0,0,0,0.0,30.0,12.065401539991406,Ile-de-France,'72268000,1,28.0,21-64832,0,2023_March,S,72,1.0,130002504,1,2023Q1,state
28,1,1.0,1,1,0,0.0,40.0,8.446556111816797,Ile-de-France,'90910000,1,50.0,23-47700,1,2023_April,S,90,0.0,180044174,1,2023Q2,state
29,1,1.0,1,1,0,0.0,40.0,9.0641578617981,Ile-de-France,'90910000,1,50.0,23-47700,1,2023_April,S,90,0.0,180044174,1,2023Q2,state
30,1,0.0,1,1,1,10.0,50.0,13.304684934198283,Ile-de-France,'98130000,0,36.0,23-58075,1,2023_April,S,98,1.0,180089013,0,2023Q2,state
31,1,0.0,1,1,1,10.0,50.0,12.89921982609012,Ile-de-France,'98310000,0,36.0,23-58075,1,2023_April,S,98,1.0,180089013,0,2023Q2,state
32,0,1.0,0,0,0,0.0,50.0,12.206072645530174,Ile-de-France,'50100000,1,30.0,23-58127,1,2023_April,S,50,0.0,219200516,1,2023Q2,municipality
33,0,3.0,0,0,0,0.0,40.0,11.141861783579396,Ile-de-France,'80511000,1,35.0,23-61097,1,2023_May,S,80,3.0,180035065,1,2023Q2,state
34,1,2.0,0,1,1,5.0,57.89473684210527,11.432425027554416,Ile-de-France,'30197643,1,30.0,23-99133,0,2023_July,F,30,1.0,217805514,1,2023Q3,municipality
35,1,2.0,0,1,1,15.0,58.82352941176471,13.592367006650065,Ile-de-France,'50721000,0,33.0,23-101193,1,2023_July,S,50,1.0,219200359,1,2023Q3,municipality
36,1,1.0,0,1,1,15.0,58.82352941176471,13.122363377404328,Ile-de-France,'50721000,0,33.0,23-101193,1,2023_July,S,50,1.0,219200359,1,2023Q3,municipality
37,0,3.0,0,0,0,0.0,40.0,13.304684934198283,Ile-de-France,'79810000,1,33.0,23-110001,0,2023_August,S,79,1.0,200057974,1,2023Q3,municipal_federation
38,1,1.0,1,1,0,0.0,40.0,13.815510557964274,Hauts-de-France,'72260000,1,34.0,23-110379,0,2023_August,S,72,0.0,130017791,1,2023Q3,state
39,0,1.0,0,0,0,0.0,50.0,11.69086242344636,Ile-de-France,'18512200,1,39.0,23-112681,1,2023_August,F,18,1.0,110000023,1,2023Q3,state
40,0,1.0,0,0,0,0.0,40.0,11.59470819638557,Ile-de-France,'18512200,1,39.0,23-112681,1,2023_August,F,18,1.0,110000023,1,2023Q3,state
41,0,2.0,0,0,0,0.0,30.0,17.038378404102012,Ile-de-France,'72600000,1,31.0,23-113308,0,2023_August,S,72,3.0,217500016,1,2023Q3,departement
42,0,2.0,0,0,0,0.0,30.0,17.038378404102012,Ile-de-France,'72600000,1,31.0,23-113308,0,2023_August,S,72,3.0,217500016,1,2023Q3,departement
43,0,2.0,0,0,0,0.0,30.0,17.038378404102012,Ile-de-France,'72600000,1,31.0,23-113308,0,2023_August,S,72,3.0,217500016,1,2023Q3,departement
44,0,2.0,0,0,0,0.0,40.0,12.647548191161372,Ile-de-France,'71300000,0,28.0,23-114173,0,2023_August,S,71,0.0,110000023,1,2023Q3,state
45,1,4.0,0,0,1,5.0,42.10526315789473,10.482989997850549,Ile-de-France,'50700000,1,32.0,23-114856,0,2023_August,S,50,2.0,217805514,1,2023Q3,municipality
46,1,10.0,0,1,0,0.0,60.0,13.592367006650065,Ile-de-France,'79713000,0,33.0,23-125390,1,2023_September,S,79,0.0,130008014,1,2023Q3,state
47,1,1.0,1,1,0,0.0,40.0,14.403297222866392,Hauts-de-France,'79311000,1,41.0,23-147954,0,2023_October,S,79,2.0,130017791,1,2023Q4,state
48,1,3.0,0,1,0,0.0,50.0,14.077874822431763,Ile-de-France,'30200000,1,33.0,23-151922,0,2023_October,F,30,1.0,130002504,1,2023Q4,state
49,0,2.0,0,0,0,0.0,40.0,11.695247021764184,Ile-de-France,'18000000,1,33.0,23-173699,1,2023_December,F,18,0.0,217804186,1,2023Q4,municipality
50,1,1.0,0,1,1,10.0,55.55555555555556,16.759949537130716,Ile-de-France,'34110000,0,71.0,23-177079,1,2023_December,F,34,2.0,180070047,1,2023Q4,state
51,1,1.0,0,1,0,0.0,20.0,13.191144759862386,Ile-de-France,'22200000,0,30.0,22-32016,0,2022_March,F,22,0.0,197534712,1,2022Q1,state
52,0,6.0,0,0,0,0.0,60.0,11.695247021764184,Ile-de-France,'18143000,1,32.0,22-90089,0,2022_June,F,18,0.0,219200359,1,2022Q2,municipality
53,1,3.0,0,1,0,0.0,65.0,14.141680392333884,Ile-de-France,'45331000,1,38.0,22-62210,0,2022_May,T,45,4.0,180035024,1,2022Q2,state
54,1,1.0,0,0,1,30.0,100.0,11.695247021764184,Ile-de-France,'03451100,1,33.0,22-64765,1,2022_May,F,3,0.0,217500016,1,2022Q2,departement
55,0,1.0,0,0,0,0.0,30.0,12.206072645530174,Ile-de-France,'79340000,1,57.0,22-147413,0,2022_November,S,79,0.0,200073344,1,2022Q4,municipal_federation
56,0,6.0,0,0,0,0.0,40.0,15.241025632237449,Nouvelle-Aquitaine,'63516000,1,61.0,22-151471,0,2022_November,S,63,0.0,180043010,1,2022Q4,state
57,0,3.0,0,0,0,0.0,60.0,13.017002861746503,Ile-de-France,'50324100,1,50.0,22-154974,0,2022_November,S,50,0.0,180092264,1,2022Q4,state
58,1,2.0,0,1,0,0.0,60.0,13.304684934198283,Ile-de-France,'30192000,0,32.0,22-73953,1,2022_June,F,30,1.0,219300787,1,2022Q2,municipality
59,1,2.0,0,1,0,0.0,60.0,13.815510557964274,Ile-de-France,'39162110,0,32.0,22-73953,1,2022_June,F,39,1.0,219300787,1,2022Q2,municipality
60,1,0.0,0,1,0,0.0,40.0,13.946538820370678,Ile-de-France,'85300000,0,44.0,22-81633,1,2022_June,S,85,2.0,180070039,0,2022Q2,state
61,1,0.0,0,1,0,0.0,40.0,11.982929094215963,Ile-de-France,'85300000,0,44.0,22-81633,1,2022_June,S,85,2.0,180070039,0,2022Q2,state
62,1,0.0,0,1,0,0.0,40.0,11.512925464970229,Ile-de-France,'85300000,0,44.0,22-81633,1,2022_June,S,85,2.0,180070039,0,2022Q2,state
63,1,1.0,0,1,0,0.0,40.0,12.205672565508834,Ile-de-France,'92400000,1,29.0,22-126276,0,2022_September,S,92,2.0,187500020,1,2022Q3,state
64,0,1.0,0,0,0,0.0,40.0,15.212167788593934,Ile-de-France,'72500000,1,33.0,19-18180,1,2022_September,S,72,3.0,130002504,1,2022Q3,state
65,0,1.0,0,0,0,0.0,40.0,13.612986702015982,Ile-de-France,'72600000,1,33.0,19-18180,1,2022_September,S,72,3.0,130002504,1,2022Q3,state
66,0,3.0,0,0,0,0.0,40.0,11.289781913656018,Ile-de-France,'80500000,1,39.0,22-54511,1,2022_April,S,80,0.0,180092355,1,2022Q2,state
67,0,3.0,0,0,0,0.0,40.0,11.002099841204238,Ile-de-France,'80500000,1,39.0,22-54511,1,2022_April,S,80,0.0,180092355,1,2022Q2,state
68,0,4.0,0,0,0,0.0,40.0,11.695247021764184,Ile-de-France,'80500000,1,39.0,22-54511,1,2022_April,S,80,0.0,180092355,1,2022Q2,state
69,0,9.0,0,0,0,0.0,40.0,11.512925464970229,Ile-de-France,'80500000,1,39.0,22-54511,1,2022_April,S,80,0.0,180092355,1,2022Q2,state
70,0,2.0,1,0,0,0.0,40.0,12.611537753638338,Ile-de-France,'98310000,1,30.0,22-141620,1,2022_October,S,98,0.0,110002011,1,2022Q4,state
71,0,3.0,1,0,0,0.0,40.0,13.304684934198283,Ile-de-France,'98310000,1,30.0,22-141620,1,2022_October,S,98,0.0,110002011,1,2022Q4,state
72,0,1.0,0,0,0,0.0,55.00000000000001,12.947390750951412,Ile-de-France,'30197643,1,85.0,22-159322,1,2022_December,F,30,2.0,110000023,1,2022Q4,state
73,0,1.0,0,0,0,0.0,55.00000000000001,12.101955800637604,Ile-de-France,'30197643,1,85.0,22-159322,1,2022_December,F,30,1.0,110000023,1,2022Q4,state
74,0,3.0,0,0,0,0.0,60.0,13.506264307596652,Ile-de-France,'45111220,1,37.0,22-112937,1,2022_August,T,45,0.0,110070018,1,2022Q3,state
75,0,4.0,0,0,0,0.0,60.0,13.304684934198283,Ile-de-France,'45111220,1,37.0,22-112937,1,2022_August,T,45,0.0,110070018,1,2022Q3,state
76,0,4.0,0,0,0,0.0,60.0,12.491251587763836,Ile-de-France,'45111220,1,37.0,22-112937,1,2022_August,T,45,0.0,110070018,1,2022Q3,state
77,0,4.0,0,0,0,0.0,55.00000000000001,14.914122846632385,Ile-de-France,'45331200,0,29.0,22-118825,0,2022_September,T,45,1.0,267500007,1,2022Q3,specialized
78,1,1.0,0,1,1,10.0,50.0,15.052863543075706,Ile-de-France,'09123000,1,32.0,22-121912,0,2022_September,F,9,2.0,197546922,1,2022Q3,state
79,1,2.0,0,1,0,0.0,40.0,11.512925464970229,Ile-de-France,'79823000,1,32.0,22-58255,0,2022_April,S,79,1.0,180043093,1,2022Q2,state
80,0,3.0,0,0,0,0.0,40.0,12.611537753638338,Hauts-de-France,'71241000,1,36.0,22-60892,0,2022_April,S,71,1.0,130017791,1,2022Q2,state
81,1,2.0,0,1,0,0.0,30.0,11.857755534541038,Ile-de-France,'79419000,0,32.0,22-42648,0,2022_March,S,79,1.0,130008014,1,2022Q1,state
82,1,1.0,1,1,0,0.0,60.0,12.8790171187726,Ile-de-France,'55900000,1,30.0,22-49963,1,2022_April,S,55,0.0,110070018,1,2022Q2,state
83,1,1.0,1,1,0,0.0,60.0,12.449018824140564,Ile-de-France,'55900000,1,30.0,22-49963,1,2022_April,S,55,0.0,110070018,1,2022Q2,state
84,1,1.0,0,1,1,10.0,44.44444444444444,13.944431338031114,Ile-de-France,'60130000,0,34.0,21-156725,0,2022_January,S,60,0.0,177501517,1,2022Q1,state
85,0,2.0,0,0,0,0.0,40.0,12.429216196844385,Ile-de-France,'39314000,1,68.0,22-8591,0,2022_January,F,39,0.0,110000023,1,2022Q1,state
86,0,2.0,0,0,0,0.0,40.0,12.429216196844385,Ile-de-France,'39314000,1,68.0,22-8591,0,2022_January,F,39,0.0,110000023,1,2022Q1,state
87,1,3.0,0,1,0,0.0,40.0,12.9384405392434,Ile-de-France,'45111100,0,40.0,22-11972,1,2022_January,T,45,5.0,219300787,1,2022Q1,municipality
88,1,7.0,0,1,0,0.0,40.0,12.08277442918568,Ile-de-France,'45262660,0,40.0,22-11972,1,2022_January,T,45,2.0,219300787,1,2022Q1,municipality
89,0,3.0,1,0,0,0.0,30.0,16.003352365576255,Ile-de-France,'33124100,1,38.0,22-12170,0,2022_January,F,33,0.0,180035024,1,2022Q1,state
90,0,4.0,0,0,0,0.0,40.0,15.661652851812525,Ile-de-France,'66514110,1,44.0,22-12286,1,2022_January,S,66,0.0,180035024,1,2022Q1,state
91,0,4.0,0,0,0,0.0,40.0,14.537358128746249,Ile-de-France,'66516000,1,44.0,22-12286,1,2022_January,S,66,0.0,180035024,1,2022Q1,state
92,0,1.0,0,0,0,0.0,40.0,11.247222342715483,Ile-de-France,'66500000,1,44.0,22-12286,1,2022_January,S,66,0.0,180035024,1,2022Q1,state
93,1,3.0,1,1,0,0.0,60.0,11.627426944428096,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,0.0,180092264,1,2022Q1,state
94,1,1.0,1,1,0,0.0,60.0,10.958919164400902,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,0.0,180092264,1,2022Q1,state
95,1,2.0,1,1,0,0.0,60.0,11.451171862344726,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,0.0,180092264,1,2022Q1,state
96,1,8.0,1,1,0,0.0,60.0,11.096863204865196,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,1.0,180092264,1,2022Q1,state
97,1,4.0,1,1,0,0.0,60.0,10.173169592041884,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,1.0,180092264,1,2022Q1,state
98,1,4.0,1,1,0,0.0,60.0,11.300128205710164,Ile-de-France,'90919200,0,33.0,22-16764,1,2022_February,S,90,1.0,180092264,1,2022Q1,state
99,1,1.0,0,1,1,5.0,52.63157894736842,13.217673557208654,Normandie,'30120000,1,31.0,22-22896,0,2022_February,F,30,3.0,130027998,1,2022Q1,state
100,1,0.0,0,1,0,0.0,40.0,11.695247021764184,Ile-de-France,'55243000,0,34.0,22-11527,1,2022_January,S,55,3.0,219300787,0,2022Q1,municipality
101,1,0.0,0,1,0,0.0,40.0,11.695247021764184,Ile-de-France,'55243000,0,34.0,22-11527,1,2022_January,S,55,3.0,219300787,0,2022Q1,municipality
102,1,3.0,1,1,0,0.0,40.0,13.510950015498098,Ile-de-France,'77310000,0,32.0,22-11840,1,2022_January,S,77,3.0,219300787,1,2022Q1,municipality
103,1,1.0,1,1,0,0.0,40.0,12.364067398859106,Ile-de-France,'77310000,0,32.0,22-11840,1,2022_January,S,77,0.0,219300787,1,2022Q1,municipality
104,1,3.0,1,1,0,0.0,40.0,13.304684934198283,Ile-de-France,'77310000,0,32.0,22-11840,1,2022_January,S,77,2.0,219300787,1,2022Q1,municipality
105,1,2.0,0,1,1,22.0,51.28205128205128,12.765688433465597,Ile-de-France,'79810000,1,29.0,21-171750,1,2022_January,S,79,2.0,219104775,1,2022Q1,municipality
106,1,3.0,0,1,1,20.0,50.0,11.156250521031495,Ile-de-France,'32584000,1,29.0,21-171750,1,2022_January,F,32,0.0,219104775,1,2022Q1,municipality
107,0,5.0,0,0,0,0.0,30.0,13.122363377404328,Ile-de-France,'72267100,1,32.0,22-2192,0,2022_January,S,72,0.0,187500020,1,2022Q1,state
108,0,5.0,0,0,0,0.0,40.0,12.676076274775909,Ile-de-France,'18100000,0,32.0,22-75489,0,2022_May,F,18,0.0,259500023,1,2022Q2,specialized
109,1,0.0,0,1,0,0.0,60.0,11.823039059086488,Ile-de-France,'79520000,0,32.0,22-775,0,2022_January,S,79,1.0,130008014,0,2022Q1,state
110,0,4.0,0,0,0,0.0,40.0,13.304684934198283,Hauts-de-France,'71241000,1,34.0,22-27372,0,2022_February,S,71,0.0,130017791,1,2022Q1,state
111,1,2.0,0,0,1,10.0,33.33333333333333,12.766039800300469,Ile-de-France,'98310000,1,33.0,22-29883,1,2022_March,S,98,0.0,110000023,1,2022Q1,state
112,1,4.0,0,0,1,10.0,44.44444444444444,12.225306483645472,Ile-de-France,'98310000,1,33.0,22-29883,1,2022_March,S,98,0.0,110000023,1,2022Q1,state
113,1,4.0,0,0,1,10.0,44.44444444444444,10.7937217420905,Ile-de-France,'98310000,1,33.0,22-29883,1,2022_March,S,98,0.0,110000023,1,2022Q1,state
114,0,4.0,0,0,0,0.0,60.0,10.596634733096073,Ile-de-France,'79530000,1,31.0,22-30978,1,2022_March,S,79,0.0,180092140,1,2022Q1,state
115,1,2.0,1,1,1,20.0,62.5,12.206072645530174,Ile-de-France,'51314000,1,31.0,22-32075,0,2022_March,S,51,1.0,180092140,1,2022Q1,state
116,0,3.0,0,0,0,0.0,100.0,12.89921982609012,Ile-de-France,'79634000,0,27.0,22-33614,0,2022_March,S,79,1.0,180070039,1,2022Q1,state
117,1,3.0,0,1,0,0.0,40.0,10.87804719253426,Ile-de-France,'98310000,1,38.0,22-20691,1,2022_February,S,98,0.0,110002011,1,2022Q1,state
118,1,4.0,0,1,0,0.0,40.0,11.225243392518449,Ile-de-France,'98310000,1,38.0,22-20691,1,2022_February,S,98,0.0,110002011,1,2022Q1,state
119,1,2.0,0,1,0,0.0,40.0,10.757902880692196,Ile-de-France,'98310000,1,38.0,22-20691,1,2022_February,S,98,0.0,110002011,1,2022Q1,state
120,1,2.0,0,1,0,0.0,50.0,12.122691036591124,Ile-de-France,'55243000,0,38.0,22-12598,1,2022_February,S,55,5.0,219300787,1,2022Q1,municipality
121,1,2.0,0,1,0,0.0,50.0,12.122691036591124,Ile-de-France,'55243000,0,38.0,22-12598,1,2022_February,S,55,4.0,219300787,1,2022Q1,municipality
122,1,2.0,0,1,0,0.0,50.0,12.122691036591124,Ile-de-France,'55243000,0,38.0,22-12598,1,2022_February,S,55,2.0,219300787,1,2022Q1,municipality
123,1,2.0,0,1,0,0.0,50.0,12.122691036591124,Ile-de-France,'55243000,0,38.0,22-12598,1,2022_February,S,55,2.0,219300787,1,2022Q1,municipality
124,1,2.0,0,1,0,0.0,50.0,12.122691036591124,Ile-de-France,'55243000,0,38.0,22-12598,1,2022_February,S,55,4.0,219300787,1,2022Q1,municipality
125,0,8.0,0,0,0,0.0,35.0,11.695247021764184,Ile-de-France,'79530000,1,43.0,22-32098,1,2022_March,S,79,0.0,110000270,1,2022Q1,state
126,0,3.0,0,0,0,0.0,35.0,11.002099841204238,Ile-de-France,'79530000,1,43.0,22-32098,1,2022_March,S,79,0.0,110000270,1,2022Q1,state
127,1,1.0,0,1,1,5.0,36.84210526315789,12.601487417784837,Ile-de-France,'38631000,1,45.0,22-93101,1,2022_July,F,38,0.0,130025919,1,2022Q3,state
128,1,1.0,0,1,1,5.0,36.84210526315789,10.46310334047155,Ile-de-France,'38631000,1,45.0,22-93101,1,2022_July,F,38,0.0,130025919,1,2022Q3,state
129,0,3.0,0,0,0,0.0,40.0,12.611537753638338,Ile-de-France,'79311000,0,37.0,22-33429,0,2022_March,S,79,0.0,180036048,1,2022Q1,state
130,0,2.0,0,0,0,0.0,40.0,12.175613438045463,Ile-de-France,'85312320,0,39.0,22-33790,1,2022_March,S,85,0.0,130019474,1,2022Q1,state
131,1,3.0,0,0,1,10.0,44.44444444444444,8.775240458738327,Ile-de-France,'39224000,1,38.0,22-53906,1,2022_April,F,39,0.0,110000023,1,2022Q2,state
132,1,1.0,1,1,0,0.0,30.0,12.994530005894443,Ile-de-France,'77700000,1,30.0,22-41227,0,2022_March,S,77,0.0,110070018,1,2022Q1,state
133,0,2.0,1,0,0,0.0,40.0,13.270783382522602,Ile-de-France,'79900000,1,39.0,22-46199,0,2022_April,S,79,7.0,120001037,1,2022Q2,state
134,0,1.0,0,0,0,0.0,100.0,14.854650581431285,Ile-de-France,'44316500,0,34.0,22-65876,0,2022_May,F,44,0.0,692041585,1,2022Q2,state
135,1,2.0,0,1,0,0.0,50.0,12.409013489526863,Ile-de-France,'42968000,1,35.0,22-50536,0,2022_April,F,42,1.0,120001037,1,2022Q2,state
136,1,2.0,0,1,0,0.0,35.0,12.611537753638338,Ile-de-France,'72500000,1,30.0,22-70723,0,2022_May,S,72,0.0,130029952,1,2022Q2,state
137,1,1.0,0,0,1,10.0,22.22222222222222,11.407564949312402,Ile-de-France,'33141820,1,31.0,22-100487,1,2022_July,F,33,0.0,219300480,1,2022Q3,municipality
138,1,1.0,0,0,1,10.0,22.22222222222222,10.308952660644293,Ile-de-France,'33141820,1,31.0,22-100487,1,2022_July,F,33,0.0,219300480,1,2022Q3,municipality
139,0,5.0,0,0,0,0.0,40.0,13.801208773253414,Ile-de-France,'71541000,0,40.0,23-13911,0,2023_February,S,71,0.0,130023385,1,2023Q1,state
140,1,1.0,1,1,1,10.0,44.44444444444444,14.28551418721001,Hauts-de-France,'71300000,1,41.0,22-109581,1,2022_August,S,71,6.0,130017791,1,2022Q3,state
141,1,1.0,1,1,1,10.0,44.44444444444444,13.997832114758229,Hauts-de-France,'71300000,1,41.0,22-109581,1,2022_August,S,71,5.0,130017791,1,2022Q3,state
142,1,1.0,1,1,1,10.0,44.44444444444444,14.22097566607244,Hauts-de-France,'71300000,1,41.0,22-109581,1,2022_August,S,71,5.0,130017791,1,2022Q3,state
143,1,1.0,1,1,1,10.0,44.44444444444444,13.710150042306449,Hauts-de-France,'71300000,1,41.0,22-109581,1,2022_August,S,71,4.0,130017791,1,2022Q3,state
144,1,1.0,1,1,1,10.0,44.44444444444444,13.9108207377686,Hauts-de-France,'71300000,1,41.0,22-109581,1,2022_August,S,71,5.0,130017791,1,2022Q3,state
145,0,3.0,0,0,0,0.0,30.0,10.689783487794095,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
146,0,2.0,0,0,0,0.0,30.0,10.731661569486969,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
147,0,3.0,0,0,0,0.0,30.0,11.702719036602884,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
148,0,3.0,0,0,0,0.0,30.0,10.991881141009904,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
149,0,3.0,0,0,0,0.0,30.0,10.919352089306376,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
150,0,3.0,0,0,0,0.0,30.0,11.190789964449069,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
151,0,2.0,0,0,0,0.0,30.0,11.256483628254504,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
152,0,2.0,0,0,0,0.0,30.0,10.556333436322548,Ile-de-France,'80530000,1,38.0,23-18728,1,2023_February,S,80,0.0,180014045,1,2023Q1,state
153,1,1.0,0,1,0,0.0,40.0,12.89921982609012,Ile-de-France,'72000000,1,29.0,22-160251,0,2022_December,S,72,0.0,130029952,1,2022Q4,state
154,1,2.0,0,1,1,45.0,9.090909090909092,14.694702771236487,Ile-de-France,'72500000,1,50.0,22-1955,0,2022_January,S,72,6.0,180035032,1,2022Q1,state
155,1,0.0,1,1,1,10.0,33.33333333333333,12.287523591939154,Ile-de-France,'30199770,1,30.0,22-161083,1,2022_December,F,30,2.0,180036048,0,2022Q4,state
156,1,0.0,1,1,1,10.0,33.33333333333333,11.082296383198514,Ile-de-France,'30199770,1,30.0,22-161083,1,2022_December,F,30,2.0,180036048,0,2022Q4,state
157,0,3.0,0,0,0,0.0,30.0,12.793859310432293,Ile-de-France,'72000000,1,31.0,23-62404,0,2023_May,S,72,0.0,197546922,1,2023Q2,state
158,0,0.0,0,0,0,0.0,45.0,14.928108259903077,Ile-de-France,'79311200,0,33.0,22-8912,0,2022_January,S,79,2.0,180036048,0,2022Q1,state
159,0,3.0,0,0,0,0.0,50.0,10.53608823322804,Ile-de-France,'79810000,1,89.0,22-12289,1,2022_January,S,79,0.0,110000023,1,2022Q1,state
160,1,2.0,0,0,1,10.0,33.33333333333333,12.747992784929908,Ile-de-France,'79810000,1,89.0,22-12289,1,2022_January,S,79,1.0,110000023,1,2022Q1,state
161,1,1.0,0,0,1,5.0,52.63157894736842,11.407564949312402,Ile-de-France,'60000000,1,29.0,22-44661,1,2022_March,S,60,2.0,180070047,1,2022Q1,state
162,1,1.0,1,1,1,10.0,61.11111111111112,13.933402032185429,Ile-de-France,'45233140,1,36.0,23-149020,0,2023_October,T,45,4.0,217805514,1,2023Q4,municipality
163,1,4.0,0,1,1,5.0,63.1578947368421,10.32236234755421,Ile-de-France,'50413200,1,46.0,23-149489,1,2023_October,S,50,1.0,217805514,1,2023Q4,municipality
