,sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,legal_status,departement,procedure_type,CPV,framework,advertising,id_contract,allotment,month,contract_type,sme_ratio,siren
2794,0,0,0,0,0.0,30.0,9.994204015543009,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.2,266006972
2795,0,0,0,0,0.0,30.0,7.613324979540639,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.0,266006972
2796,1,0,0,0,0.0,30.0,9.4955215698464,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.25,266006972
2797,0,0,0,0,0.0,30.0,8.38239471066021,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.0,266006972
2798,0,0,0,0,0.0,30.0,8.842668034920148,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.2,266006972
2799,0,0,0,0,0.0,30.0,6.444544525823993,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.3333333333333333,266006972
2800,1,0,0,0,0.0,30.0,8.540049973559166,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.25,266006972
2801,0,0,0,0,0.0,30.0,8.749491509681807,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.3333333333333333,266006972
2802,1,0,0,0,0.0,30.0,8.870726204656034,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.4,266006972
2803,1,0,0,0,0.0,30.0,6.182560000453298,73,60,open,'33000000,0,33.0,23-128553,1,2023_September,Supplies,0.4,266006972
