,sme,social_clause,g_clause,g_criterion,g_weight,price_weight,award_price,legal_status,departement,procedure_type,CPV,framework,advertising,id_contract,allotment,month,contract_type,sme_ratio,siren
0,0,0,0,0,0.0,40.0,15.212167788593934,73,75,open,'72500000,1,33.0,19-18180,1,2022_September,Services,0.25,130002504
1,0,0,0,0,0.0,40.0,13.612986702015982,73,75,open,'72600000,1,33.0,19-18180,1,2022_September,Services,0.25,130002504
2,1,0,0,1,20.0,50.0,13.50238759303054,73,3,open,'90511200,0,44.0,20-152200,0,2023_October,Services,0.3333333333333333,200071363
3,0,0,0,0,0.0,50.0,13.74022111892256,41,6,negotiated,'35113400,0,23.0,21-140569,1,2022_May,Supplies,0.0,802630608
4,1,0,0,0,0.0,50.0,12.611980988728485,41,6,negotiated,'35113400,0,23.0,21-140569,1,2022_May,Supplies,0.5,802630608
5,0,0,0,0,0.0,60.0,11.224629871019282,41,6,negotiated,'50413100,0,23.0,21-140569,1,2022_May,Services,0.5,802630608
6,0,0,0,0,0.0,100.0,17.545960462435502,55,28,negotiated,'92610000,0,45.0,21-152952,0,2022_January,Services,0.0,814969671
7,0,0,0,0,0.0,30.0,12.669240463766627,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,0.0,130006364
8,0,0,0,0,0.0,30.0,11.461000392105309,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,0.0,130006364
9,0,0,0,0,0.0,30.0,12.789404960082912,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,0.0,130006364
10,0,0,0,0,0.0,30.0,14.635994986985414,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,0.0,130006364
11,0,0,0,0,0.0,30.0,11.953242783845605,73,93,open,'79300000,0,29.0,21-160293,1,2022_February,Services,0.0,130006364
12,0,0,1,1,10.0,40.0,12.943404592150992,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,0.4,224900019
13,0,0,1,1,10.0,40.0,12.453788294856093,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,0.3333333333333333,224900019
14,0,0,1,1,10.0,40.0,12.259475630454851,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,0.0,224900019
15,0,0,1,1,10.0,40.0,11.212927461839048,72,49,open,'50712000,0,52.0,21-161043,1,2022_January,Services,0.0,224900019
16,0,0,0,0,0.0,50.0,9.695920185166008,73,93,open,'66510000,0,32.0,21-161252,1,2022_January,Services,0.0,130006364
17,0,0,0,0,0.0,50.0,12.949855714433662,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,0.75,258502962
18,0,0,0,0,0.0,50.0,13.039103500186108,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,0.0,258502962
19,1,0,0,0,0.0,50.0,11.117212648304742,73,85,open,'71620000,1,35.0,21-164503,1,2022_January,Services,0.4,258502962
20,0,0,0,0,0.0,30.0,12.793859310432293,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,0.0,218501096
21,0,0,0,0,0.0,30.0,10.085809109330082,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,0.0,218501096
22,0,0,0,0,0.0,30.0,12.206072645530174,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,0.0,218501096
23,0,0,0,0,0.0,30.0,10.373491181781864,72,85,open,'09200000,0,31.0,21-164687,1,2022_January,Supplies,0.0,218501096
24,0,0,1,0,0.0,60.0,15.717618084361195,72,60,open,'45233220,1,46.0,21-165299,1,2022_January,Works,0.2,226000016
25,0,0,1,0,0.0,60.0,15.732433170146336,72,60,open,'45233220,1,46.0,21-165299,1,2022_January,Works,0.25,226000016
26,0,1,0,0,0.0,100.0,18.300447497730225,73,75,negotiated,'60130000,0,28.0,21-165606,0,2022_January,Services,0.0,287500078
27,0,1,1,0,0.0,100.0,17.661134346901097,73,33,negotiated,'50000000,0,80.0,21-169202,0,2022_January,Services,0.0,243300316
28,0,0,0,0,0.0,40.0,13.133342881447335,73,85,open,'71300000,1,33.0,21-170961,1,2022_January,Services,0.0,200023778
29,0,0,0,0,0.0,40.0,14.299059225097706,72,60,open,'66515200,0,33.0,21-171537,1,2022_January,Services,0.0,216001743
30,1,1,0,0,0.0,35.0,13.892471599100402,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,0.0,311294904
31,1,1,0,0,0.0,35.0,13.304684934198283,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,0.0,311294904
32,1,1,0,0,0.0,35.0,13.487006490992238,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,0.0,311294904
33,0,1,0,0,0.0,35.0,13.815510557964274,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,0.0,311294904
34,0,1,0,0,0.0,35.0,12.89921982609012,55,29,open,'79710000,1,34.0,21-171632,1,2022_January,Services,0.0,311294904
35,0,1,1,1,10.0,40.0,14.69019148507716,72,85,open,'30213000,1,55.0,21-171703,0,2022_January,Supplies,0.5,228500013
36,1,0,1,1,22.0,40.0,12.765688433465597,72,91,open,'79810000,1,29.0,21-171750,1,2022_January,Services,0.5,219104775
37,1,1,1,1,5.0,50.0,13.969661240648676,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.25,218300697
38,0,1,1,1,5.0,50.0,13.030285522006409,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.4285714285714285,218300697
39,0,1,1,1,5.0,50.0,13.038583145547458,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.3333333333333333,218300697
40,0,1,1,1,5.0,50.0,12.89921982609012,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.0,218300697
41,0,1,1,1,10.0,60.0,10.819778284410283,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.0,218300697
42,0,1,1,1,10.0,60.0,11.918390573078392,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.0,218300697
43,0,1,1,1,10.0,60.0,12.360223311071715,72,83,open,'90911200,1,48.0,21-171766,1,2022_January,Services,0.0,218300697
44,0,0,0,0,0.0,30.0,12.065401539991406,73,75,open,'72268000,1,28.0,21-64832,0,2023_March,Services,0.5,130002504
45,0,0,0,0,0.0,40.0,14.115615150414612,73,94,open,'71336000,1,51.0,21-74560,0,2022_January,Services,0.0,180092256
46,0,0,1,0,0.0,40.0,11.629374277613476,73,60,open,'77341000,1,33.0,22-100017,1,2022_July,Services,0.5,200067973
47,1,0,0,0,0.0,50.0,10.819778284410283,73,50,open,'09130000,1,44.0,22-100177,1,2022_July,Supplies,0.5,200067205
48,0,0,1,0,0.0,60.0,12.20515962885727,73,39,open,'45112500,0,29.0,22-100216,1,2022_July,Works,0.5,200071116
49,0,0,1,0,0.0,60.0,12.840103644131018,73,39,open,'45331000,0,29.0,22-100216,1,2022_July,Works,0.0,200071116
50,0,0,1,0,0.0,60.0,11.341267252101929,73,39,open,'45330000,0,29.0,22-100216,1,2022_July,Works,0.0,200071116
51,1,0,1,0,0.0,60.0,11.995931692849954,73,39,open,'45311200,0,29.0,22-100216,1,2022_July,Works,0.8,200071116
52,1,0,1,0,0.0,60.0,9.1446278286108,73,39,open,'45112710,0,29.0,22-100216,1,2022_July,Works,0.5,200071116
53,1,0,1,0,0.0,60.0,13.448236079771156,73,39,open,'45261100,0,29.0,22-100216,1,2022_July,Works,0.6666666666666666,200071116
54,0,0,1,0,0.0,60.0,11.45931369552158,73,39,open,'45223210,0,29.0,22-100216,1,2022_July,Works,0.6666666666666666,200071116
55,0,0,1,0,0.0,60.0,12.453581692523215,73,39,open,'45261420,0,29.0,22-100216,1,2022_July,Works,0.25,200071116
56,0,0,0,0,0.0,100.0,12.406185003332675,65,10,open,'90911200,0,38.0,22-100486,1,2022_July,Services,0.0,418341541
57,0,0,0,0,0.0,100.0,10.351972238708036,65,10,open,'90911300,0,38.0,22-100486,1,2022_July,Services,0.0,418341541
58,0,0,0,0,0.0,100.0,15.607290360318943,73,52,negotiated,'55521200,0,40.0,22-100806,0,2022_July,Services,0.0,200068658
59,0,0,0,0,0.0,40.0,13.592367006650065,72,14,open,'30199770,1,30.0,22-10083,0,2022_January,Supplies,0.0,211407150
60,0,0,1,0,0.0,40.0,13.815509557963772,73,33,open,'50700000,1,41.0,22-100845,0,2022_July,Services,0.0,130018351
61,0,0,1,0,0.0,40.0,13.085141145955522,41,44,open,'32321200,1,29.0,22-100901,0,2022_July,Supplies,0.4,381053768
62,0,0,0,0,0.0,40.0,12.89921982609012,73,80,open,'66133000,1,31.0,22-101046,0,2022_July,Services,0.0,248000747
63,1,0,0,0,0.0,45.0,12.542544882151386,73,30,open,'18100000,1,33.0,22-101100,0,2022_July,Supplies,0.5,200066918
64,0,0,1,0,0.0,50.0,14.676012296502297,72,59,open,'50721000,0,36.0,22-101114,0,2022_July,Services,0.0,215903865
65,0,0,0,0,0.0,20.0,13.16158409055761,72,13,open,'39296100,1,33.0,22-10132,1,2022_January,Supplies,0.0,211300041
66,0,0,0,0,0.0,20.0,11.002099841204238,72,13,open,'39296000,1,33.0,22-10132,1,2022_January,Supplies,0.5,211300041
67,0,0,0,0,0.0,60.0,11.982929094215963,73,86,open,'31224500,1,37.0,22-101417,1,2022_July,Supplies,0.25,198608564
68,0,0,0,1,10.0,50.0,15.80754064263314,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,0.0,250208790
69,0,0,0,1,10.0,50.0,15.143751987635548,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,0.0,250208790
70,0,0,0,1,10.0,50.0,14.608457823601396,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,0.0,250208790
71,0,0,0,1,10.0,50.0,14.571186428804165,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,0.3333333333333333,250208790
72,0,0,0,1,10.0,50.0,15.245163693256387,73,2,open,'90513000,0,32.0,22-101479,1,2022_July,Services,0.3333333333333333,250208790
73,0,0,1,0,0.0,45.0,14.57818380117283,72,93,open,'90911200,1,51.0,22-101708,1,2022_July,Services,0.0,219300456
74,0,0,1,0,0.0,45.0,10.614400974640018,72,93,open,'90911300,1,51.0,22-101708,1,2022_July,Services,0.0,219300456
75,1,0,1,0,0.0,40.0,12.624045866681524,72,93,open,'45331000,0,30.0,22-101713,0,2022_July,Works,0.0,219300456
76,0,1,0,0,0.0,60.0,12.793859310432293,73,62,open,'77310000,1,31.0,22-101768,1,2022_July,Services,0.0,200069029
77,0,1,0,0,0.0,60.0,12.206072645530174,73,62,open,'77340000,1,31.0,22-101768,1,2022_July,Services,0.0,200069029
78,0,0,0,0,0.0,30.0,13.012548511397124,73,13,negotiated,'31711422,0,32.0,22-101925,0,2022_July,Supplies,0.0,130015332
79,0,0,0,0,0.0,35.0,11.28925214835516,72,68,open,'77231200,0,35.0,22-101995,0,2022_July,Services,0.0,216802249
80,0,1,0,0,0.0,40.0,10.33359519067974,72,14,open,'90919300,0,30.0,22-102054,1,2022_July,Services,0.2857142857142857,211403662
81,1,1,0,0,0.0,40.0,9.903487552536127,72,14,open,'90911300,0,30.0,22-102054,1,2022_July,Services,0.4,211403662
82,0,1,0,0,0.0,40.0,10.4784895068566,72,14,open,'90900000,0,30.0,22-102054,1,2022_July,Services,0.2857142857142857,211403662
83,0,0,0,0,0.0,45.0,13.206991249434823,72,13,open,'50324200,0,33.0,22-102324,0,2022_July,Services,0.3333333333333333,211300504
84,1,0,1,0,0.0,60.0,11.49560696168155,73,39,open,'45421150,0,32.0,22-102452,1,2022_July,Works,0.3333333333333333,200071116
85,0,0,1,0,0.0,60.0,11.391705065843228,73,39,open,'45232411,0,32.0,22-102452,1,2022_July,Works,0.3333333333333333,200071116
86,1,0,1,0,0.0,60.0,13.679879018717704,73,39,open,'45262311,0,32.0,22-102452,1,2022_July,Works,0.5,200071116
87,0,0,1,0,0.0,60.0,13.276411549120668,73,39,open,'45321000,0,32.0,22-102452,1,2022_July,Works,0.3333333333333333,200071116
88,1,0,1,0,0.0,60.0,12.317194880557953,73,39,open,'45421132,0,32.0,22-102452,1,2022_July,Works,0.75,200071116
89,1,0,0,0,0.0,40.0,11.950147604691583,73,69,open,'71317210,0,33.0,22-102730,0,2022_July,Services,0.7142857142857143,200096386
90,1,0,1,1,10.0,25.0,14.727158528883743,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,0.75,539732958
91,1,0,1,1,10.0,25.0,13.864300722133706,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,0.75,539732958
92,1,0,1,1,10.0,25.0,13.664687668229693,54,75,open,'38000000,0,29.0,22-102772,1,2022_July,Supplies,0.6666666666666666,539732958
93,1,0,0,0,0.0,40.0,11.117806648916208,73,69,open,'71317210,0,33.0,22-102794,0,2022_July,Services,0.6,200096386
94,0,0,0,0,0.0,40.0,12.008282159391213,72,10,open,'44811000,1,32.0,22-102852,1,2022_July,Supplies,0.0,221000052
95,0,0,0,0,0.0,40.0,10.409603101293689,72,10,open,'44811000,1,32.0,22-102852,1,2022_July,Supplies,0.0,221000052
96,0,0,0,0,0.0,40.0,13.1627660840357,72,10,open,'34922100,1,32.0,22-102852,1,2022_July,Supplies,0.0,221000052
97,1,0,0,0,0.0,40.0,13.42984807715229,73,1,open,'79713000,1,29.0,22-102875,1,2022_August,Services,0.1666666666666666,200071751
98,1,0,0,0,0.0,40.0,13.102160670086809,73,1,open,'79713000,1,29.0,22-102875,1,2022_August,Services,0.1666666666666666,200071751
99,0,0,0,0,0.0,50.0,13.304684934198283,73,50,open,'34928440,1,38.0,22-102893,1,2022_July,Supplies,0.5,200067205
100,1,0,0,0,0.0,50.0,12.429216196844385,73,50,open,'34928440,1,38.0,22-102893,1,2022_July,Supplies,0.6666666666666666,200067205
101,0,0,0,0,0.0,75.0,12.611537753638338,72,44,open,'71351810,1,29.0,22-102943,0,2022_July,Services,0.5,224400028
102,1,0,1,1,5.0,55.0,13.997832114758229,72,78,open,'38720000,1,36.0,22-103005,1,2022_July,Supplies,0.3333333333333333,217806462
103,0,0,0,1,10.0,70.0,12.283247552684225,73,54,open,'60112000,1,30.0,22-103053,1,2022_July,Services,0.0,245400601
104,0,0,0,1,10.0,70.0,12.322432446646369,73,54,open,'60112000,1,30.0,22-103053,1,2022_July,Services,0.0,245400601
105,0,0,0,1,10.0,70.0,11.056588026488308,73,54,open,'60112000,1,30.0,22-103053,1,2022_July,Services,0.0,245400601
106,1,1,1,1,5.0,65.0,12.674249607434502,54,35,open,'77341000,0,30.0,22-103199,0,2022_July,Services,0.6666666666666666,885146258
107,0,0,0,0,0.0,50.0,15.096444403426338,73,78,open,'30163000,1,29.0,22-103442,0,2022_July,Supplies,0.0,287800536
108,0,0,1,1,5.0,50.0,12.206072645530174,81,59,open,'50531100,1,51.0,22-103449,1,2022_July,Services,0.5,517614939
109,0,0,1,1,5.0,50.0,11.289781913656018,81,59,open,'50531100,1,51.0,22-103449,1,2022_July,Services,0.5,517614939
110,1,0,1,1,5.0,50.0,11.407564949312402,81,59,open,'50531100,1,51.0,22-103449,1,2022_July,Services,0.5,517614939
111,1,0,0,0,0.0,40.0,14.34697217344654,72,40,open,'63712400,1,43.0,22-103455,0,2022_August,Services,0.3333333333333333,214000887
112,0,0,0,0,0.0,30.0,12.429216196844385,72,60,open,'71300000,1,32.0,22-103460,0,2022_July,Services,0.5,226000016
113,1,0,0,1,5.0,75.0,14.71159858252091,73,78,open,'34300000,1,31.0,22-103584,0,2022_July,Supplies,0.5,287800536
114,0,0,0,0,0.0,50.0,12.441144767709655,73,67,open,'34139200,0,31.0,22-103621,1,2022_August,Supplies,0.0,200051878
115,0,0,0,0,0.0,50.0,11.600386740740223,73,67,open,'34210000,0,31.0,22-103621,1,2022_August,Supplies,0.0,200051878
116,0,1,1,0,0.0,70.0,14.28551418721001,72,67,open,'77310000,0,29.0,22-104006,1,2022_July,Services,0.5,200094332
117,0,1,1,0,0.0,70.0,14.28551418721001,72,67,open,'77310000,0,29.0,22-104006,1,2022_July,Services,0.5,200094332
118,0,1,1,0,0.0,30.0,14.28551418721001,72,67,open,'77310000,0,29.0,22-104006,1,2022_July,Services,0.5,200094332
119,1,0,0,0,0.0,100.0,18.459901457105648,41,13,negotiated,'63100000,0,122.0,22-104268,0,2022_July,Services,0.5,775558489
120,0,0,0,0,0.0,40.0,9.268609280100158,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.25,753570043
121,0,0,0,0,0.0,40.0,9.72913416539135,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.5,753570043
122,0,0,0,0,0.0,40.0,9.723163998404846,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.3333333333333333,753570043
123,0,0,0,0,0.0,40.0,9.893437216682626,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.4,753570043
124,0,0,0,0,0.0,40.0,10.545341438708522,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.5,753570043
125,1,0,0,0,0.0,40.0,10.709963418403076,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.5,753570043
126,0,0,0,0,0.0,40.0,10.16585181700362,81,67,open,'90910000,0,30.0,22-10440,1,2022_January,Services,0.3333333333333333,753570043
127,1,0,1,0,0.0,40.0,10.596634733096073,72,95,open,'30192000,1,34.0,22-104438,1,2022_July,Supplies,0.6666666666666666,219502291
128,0,0,1,0,0.0,40.0,11.982929094215963,72,95,open,'39162110,1,34.0,22-104438,1,2022_July,Supplies,0.3333333333333333,219502291
129,1,0,1,0,0.0,40.0,10.596634733096073,72,95,open,'30197630,1,34.0,22-104438,1,2022_July,Supplies,0.5,219502291
130,0,0,1,0,0.0,40.0,10.373491181781864,72,95,open,'22112000,1,34.0,22-104438,1,2022_July,Supplies,0.5,219502291
131,1,0,1,0,0.0,40.0,11.512925464970229,72,95,open,'30237300,1,34.0,22-104438,1,2022_July,Supplies,0.8,219502291
132,1,0,0,0,0.0,60.0,9.903487552536127,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.3333333333333333,226000016
133,0,0,0,0,0.0,60.0,11.407564949312402,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
134,0,0,0,0,0.0,60.0,9.903487552536127,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
135,0,0,0,0,0.0,60.0,9.615805480084347,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
136,0,0,0,0,0.0,60.0,7.600902459542082,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
137,1,0,0,0,0.0,60.0,12.429216196844385,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.5,226000016
138,0,0,0,0,0.0,60.0,11.407564949312402,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
139,0,0,0,0,0.0,60.0,9.903487552536127,72,60,open,'71315400,1,31.0,22-104594,1,2022_August,Services,0.0,226000016
140,0,0,1,1,5.0,45.0,12.611537753638338,73,47,open,'09111400,1,30.0,22-104616,1,2022_July,Supplies,0.5,254701824
141,0,0,0,0,0.0,30.0,14.77102200299171,73,62,open,'34928480,1,31.0,22-104686,1,2022_July,Supplies,0.0,200069029
142,0,0,0,0,0.0,30.0,13.081541382884074,73,62,open,'44613700,1,31.0,22-104686,1,2022_July,Supplies,0.0,200069029
143,0,0,0,0,0.0,30.0,11.402193549137053,73,23,open,'66516000,0,47.0,22-104763,1,2022_July,Services,0.5,200034825
144,0,0,0,0,0.0,30.0,11.269412610829583,73,23,open,'66514110,0,47.0,22-104763,1,2022_July,Services,0.3333333333333333,200034825
145,1,0,0,0,0.0,30.0,7.377583892913586,73,23,open,'66513100,0,47.0,22-104763,1,2022_July,Services,0.3333333333333333,200034825
146,0,1,1,0,0.0,40.0,14.656750103767514,81,14,open,'55510000,0,50.0,22-104802,0,2022_July,Services,0.0,780716171
147,0,0,0,0,0.0,50.0,13.176851562688398,72,13,open,'64212300,1,32.0,22-104908,0,2022_July,Services,0.0,211300041
148,0,0,0,0,0.0,20.0,11.63033509758704,72,10,open,'79970000,1,32.0,22-104926,0,2022_July,Services,0.0,221000052
149,1,0,0,0,0.0,50.0,13.815509557963772,72,92,open,'71322000,0,36.0,22-105284,0,2022_July,Services,0.6666666666666666,219200508
150,0,0,0,0,0.0,50.0,12.591335046320818,73,54,open,'42000000,0,39.0,22-105361,0,2022_July,Supplies,0.0,255400905
151,1,0,1,0,0.0,60.0,9.903487552536127,72,83,open,'30192000,0,40.0,22-105370,1,2022_September,Supplies,0.4,218301158
152,1,0,1,0,0.0,65.0,11.695247021764184,72,83,open,'30197630,0,40.0,22-105370,1,2022_September,Supplies,0.5,218301158
153,1,0,1,0,0.0,65.0,11.289781913656018,72,83,open,'39130000,0,40.0,22-105370,1,2022_September,Supplies,0.4,218301158
154,0,0,0,0,0.0,60.0,15.60727002719233,73,88,open,'45233140,1,29.0,22-105618,1,2022_July,Works,0.0,200034361
155,0,0,0,0,0.0,60.0,15.60727002719233,73,88,open,'45233140,1,29.0,22-105618,1,2022_July,Works,0.0,200034361
156,0,0,0,0,0.0,60.0,15.60727002719233,73,88,open,'45233140,1,29.0,22-105618,1,2022_July,Works,0.0,200034361
157,0,0,0,0,0.0,60.0,15.60727002719233,73,88,open,'45233140,1,29.0,22-105618,1,2022_July,Works,0.0,200034361
158,0,0,0,0,0.0,100.0,14.247942114302251,72,83,negotiated,'79341200,0,50.0,22-105684,0,2022_July,Services,0.0,218300614
159,0,0,0,0,0.0,40.0,13.097857772826869,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.5,555650308
160,0,0,0,0,0.0,40.0,12.509514810232798,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.6666666666666666,555650308
161,0,0,0,0,0.0,40.0,13.847678506818564,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.2,555650308
162,1,0,0,0,0.0,40.0,10.089967119478748,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.1666666666666666,555650308
163,1,0,0,0,0.0,40.0,14.794457548130216,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.5,555650308
164,1,0,0,0,0.0,40.0,12.246737171652931,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.75,555650308
165,0,0,0,0,0.0,40.0,12.97757249106106,55,53,open,'45210000,0,37.0,22-105819,1,2022_October,Works,0.0,555650308
166,0,0,0,0,0.0,30.0,12.388394202324127,72,62,open,'64214400,1,32.0,22-10582,1,2022_January,Services,0.75,216204131
167,0,0,0,0,0.0,30.0,11.225243392518449,72,62,open,'72411000,1,32.0,22-10582,1,2022_January,Services,0.6666666666666666,216204131
168,0,0,0,0,0.0,30.0,11.56171562913966,72,62,open,'32344100,1,32.0,22-10582,1,2022_January,Supplies,0.6666666666666666,216204131
169,1,1,1,0,0.0,45.0,13.065677421350388,81,45,open,'90900000,0,44.0,22-105996,1,2022_August,Services,0.25,775607609
170,1,1,1,0,0.0,45.0,12.944992728614594,81,45,open,'90900000,0,44.0,22-105996,1,2022_August,Services,0.2857142857142857,775607609
171,1,1,1,0,0.0,45.0,13.462649389472842,81,45,open,'90900000,0,44.0,22-105996,1,2022_August,Services,0.3333333333333333,775607609
172,1,1,1,0,0.0,45.0,12.116014668728358,81,45,open,'90900000,0,44.0,22-105996,1,2022_August,Services,0.375,775607609
173,1,1,1,0,0.0,45.0,14.097218098390083,81,45,open,'90900000,0,44.0,22-105996,1,2022_August,Services,0.3333333333333333,775607609
174,0,0,0,0,0.0,80.0,12.206072645530174,73,52,open,'48900000,1,30.0,22-106032,0,2022_July,Services,0.0,130007834
175,1,0,0,0,0.0,45.0,13.374758499303251,72,74,open,'45220000,0,31.0,22-106150,0,2022_July,Works,0.6666666666666666,227400017
176,0,0,0,0,0.0,100.0,12.162643087602838,73,22,open,'77100000,0,34.0,22-106176,1,2022_July,Services,0.0,252202122
177,0,0,0,0,0.0,100.0,11.326595886778737,73,22,open,'77100000,0,34.0,22-106176,1,2022_July,Services,0.0,252202122
178,0,0,0,0,0.0,100.0,9.42706335548747,73,22,open,'77100000,0,34.0,22-106176,1,2022_July,Services,0.0,252202122
179,0,0,0,0,0.0,100.0,9.484937204879309,73,22,open,'77100000,0,34.0,22-106176,1,2022_July,Services,0.0,252202122
180,1,0,1,1,5.0,5.0,11.289781913656018,72,73,open,'22113000,1,32.0,22-106337,1,2022_July,Supplies,0.8,217300656
181,1,0,1,1,5.0,5.0,10.596634733096073,72,73,open,'22113000,1,32.0,22-106337,1,2022_July,Supplies,0.8,217300656
182,1,0,1,1,5.0,5.0,11.289781913656018,72,73,open,'22113000,1,32.0,22-106337,1,2022_July,Supplies,0.8,217300656
183,1,0,1,1,5.0,5.0,11.728036844587177,72,73,open,'22113000,1,32.0,22-106337,1,2022_July,Supplies,0.75,217300656
184,1,0,1,1,5.0,5.0,11.33857207782545,72,73,open,'22113000,1,32.0,22-106337,1,2022_July,Supplies,0.6666666666666666,217300656
185,0,0,1,0,0.0,50.0,12.388394202324127,73,73,open,'72250000,1,33.0,22-106861,0,2022_August,Services,0.0,200023364
186,0,0,0,0,0.0,40.0,10.779164601524986,72,44,open,'77313000,0,31.0,22-10693,1,2022_January,Services,0.0,214401291
187,0,0,0,0,0.0,40.0,10.693262226679666,72,44,open,'77300000,0,31.0,22-10693,1,2022_January,Services,0.0,214401291
188,1,0,0,0,0.0,55.0,9.893658404340044,72,32,open,'39830000,1,35.0,22-107005,1,2022_August,Supplies,0.75,223200015
189,0,0,1,1,10.0,50.0,13.214325996738728,73,73,open,'90731800,1,36.0,22-107096,0,2022_August,Services,0.2,200023364
190,0,0,0,0,0.0,40.0,12.711079603647123,73,10,open,'90511200,0,31.0,22-107137,0,2022_August,Services,0.5,241000488
191,1,1,1,0,0.0,55.0,12.5399649856499,71,33,open,'90911200,0,30.0,22-107205,1,2022_August,Services,0.4,130020324
192,1,1,1,0,0.0,55.0,11.301013601438468,71,33,open,'90911200,0,30.0,22-107205,1,2022_August,Services,0.3333333333333333,130020324
193,0,0,0,0,0.0,45.0,13.324487561494465,72,85,open,'90911200,1,29.0,22-107280,1,2022_August,Services,0.0,218501096
194,0,0,0,0,0.0,45.0,12.26434155365415,72,85,open,'90911300,1,29.0,22-107280,1,2022_August,Services,0.0,218501096
195,0,0,0,0,0.0,45.0,13.892471599100402,72,85,open,'90911200,1,29.0,22-107280,1,2022_August,Services,0.0,218501096
196,0,0,0,1,10.0,45.0,11.407564949312402,72,59,open,'39155000,1,39.0,22-107323,1,2022_August,Supplies,0.8571428571428571,215903501
197,0,0,0,1,10.0,45.0,11.652687407345388,72,59,open,'39155000,1,39.0,22-107323,1,2022_August,Supplies,0.6,215903501
198,1,0,0,0,0.0,60.0,10.308952660644293,73,45,open,'60112000,0,29.0,22-107438,1,2022_August,Services,0.5,200067676
199,0,0,0,0,0.0,50.0,11.010398644018933,41,28,open,'45313100,0,44.0,22-107445,1,2022_September,Works,0.0,393448881
200,1,0,0,0,0.0,50.0,12.048833869103682,41,28,open,'45261210,0,44.0,22-107445,1,2022_September,Works,0.75,393448881
201,0,0,0,0,0.0,45.0,13.705696808027874,72,55,open,'71314000,0,46.0,22-107710,1,2022_August,Services,0.0,215501818
202,0,0,0,0,0.0,40.0,13.074223002076394,72,62,open,'55523100,0,37.0,22-107747,0,2022_August,Services,0.0,216200147
203,0,0,0,0,0.0,30.0,13.51979631381523,73,50,open,'55321000,0,35.0,22-10778,0,2022_January,Services,0.0,200056885
204,0,0,1,1,10.0,60.0,10.596634733096073,72,95,open,'60100000,1,29.0,22-107841,1,2022_August,Services,0.5,219505633
